省份名,日期,确诊病例,死亡病例,康复病例
安徽,1/22/20,1,0,0
安徽,1/23/20,9,0,0
安徽,1/24/20,15,0,0
安徽,1/25/20,39,0,0
安徽,1/26/20,60,0,0
安徽,1/27/20,70,0,0
安徽,1/28/20,106,0,0
安徽,1/29/20,152,0,2
安徽,1/30/20,200,0,2
安徽,1/31/20,237,0,3
安徽,2/1/20,297,0,5
安徽,2/2/20,340,0,7
安徽,2/3/20,408,0,14
安徽,2/4/20,480,0,20
安徽,2/5/20,530,0,23
安徽,2/6/20,591,0,34
安徽,2/7/20,665,0,47
安徽,2/8/20,733,0,59
安徽,2/9/20,779,1,72
安徽,2/10/20,830,3,88
安徽,2/11/20,860,4,105
安徽,2/12/20,889,4,127
安徽,2/13/20,910,5,157
安徽,2/14/20,934,6,193
安徽,2/15/20,950,6,221
安徽,2/16/20,962,6,255
安徽,2/17/20,973,6,280
安徽,2/18/20,982,6,361
安徽,2/19/20,986,6,413
安徽,2/20/20,987,6,474
安徽,2/21/20,988,6,539
安徽,2/22/20,989,6,597
安徽,2/23/20,989,6,637
安徽,2/24/20,989,6,663
安徽,2/25/20,989,6,712
安徽,2/26/20,989,6,744
安徽,2/27/20,989,6,792
安徽,2/28/20,990,6,821
安徽,2/29/20,990,6,868
安徽,3/1/20,990,6,873
安徽,3/2/20,990,6,917
安徽,3/3/20,990,6,936
安徽,3/4/20,990,6,956
安徽,3/5/20,990,6,970
安徽,3/6/20,990,6,979
安徽,3/7/20,990,6,979
安徽,3/8/20,990,6,984
安徽,3/9/20,990,6,984
安徽,3/10/20,990,6,984
安徽,3/11/20,990,6,984
安徽,3/12/20,990,6,984
安徽,3/13/20,990,6,984
安徽,3/14/20,990,6,984
安徽,3/15/20,990,6,984
安徽,3/16/20,990,6,984
安徽,3/17/20,990,6,984
安徽,3/18/20,990,6,984
安徽,3/19/20,990,6,984
安徽,3/20/20,990,6,984
安徽,3/21/20,990,6,984
安徽,3/22/20,990,6,984
安徽,3/23/20,990,6,984
安徽,3/24/20,990,6,984
安徽,3/25/20,990,6,984
安徽,3/26/20,990,6,984
安徽,3/27/20,990,6,984
安徽,3/28/20,990,6,984
安徽,3/29/20,990,6,984
安徽,3/30/20,990,6,984
安徽,3/31/20,990,6,984
安徽,4/1/20,990,6,984
安徽,4/2/20,990,6,984
安徽,4/3/20,990,6,984
安徽,4/4/20,990,6,984
安徽,4/5/20,990,6,984
安徽,4/6/20,990,6,984
安徽,4/7/20,990,6,984
安徽,4/8/20,990,6,984
安徽,4/9/20,991,6,984
安徽,4/10/20,991,6,984
安徽,4/11/20,991,6,984
安徽,4/12/20,991,6,984
安徽,4/13/20,991,6,984
安徽,4/14/20,991,6,984
安徽,4/15/20,991,6,984
安徽,4/16/20,991,6,984
安徽,4/17/20,991,6,984
安徽,4/18/20,991,6,984
安徽,4/19/20,991,6,984
安徽,4/20/20,991,6,984
安徽,4/21/20,991,6,984
安徽,4/22/20,991,6,984
安徽,4/23/20,991,6,984
安徽,4/24/20,991,6,985
安徽,4/25/20,991,6,985
安徽,4/26/20,991,6,985
安徽,4/27/20,991,6,985
安徽,4/28/20,991,6,985
安徽,4/29/20,991,6,985
安徽,4/30/20,991,6,985
安徽,5/1/20,991,6,985
安徽,5/2/20,991,6,985
安徽,5/3/20,991,6,985
安徽,5/4/20,991,6,985
安徽,5/5/20,991,6,985
安徽,5/6/20,991,6,985
安徽,5/7/20,991,6,985
安徽,5/8/20,991,6,985
安徽,5/9/20,991,6,985
安徽,5/10/20,991,6,985
安徽,5/11/20,991,6,985
安徽,5/12/20,991,6,985
安徽,5/13/20,991,6,985
安徽,5/14/20,991,6,985
安徽,5/15/20,991,6,985
安徽,5/16/20,991,6,985
安徽,5/17/20,991,6,985
安徽,5/18/20,991,6,985
安徽,5/19/20,991,6,985
安徽,5/20/20,991,6,985
安徽,5/21/20,991,6,985
安徽,5/22/20,991,6,985
安徽,5/23/20,991,6,985
安徽,5/24/20,991,6,985
安徽,5/25/20,991,6,985
安徽,5/26/20,991,6,985
安徽,5/27/20,991,6,985
安徽,5/28/20,991,6,985
安徽,5/29/20,991,6,985
安徽,5/30/20,991,6,985
安徽,5/31/20,991,6,985
安徽,6/1/20,991,6,985
安徽,6/2/20,991,6,985
安徽,6/3/20,991,6,985
安徽,6/4/20,991,6,985
安徽,6/5/20,991,6,985
安徽,6/6/20,991,6,985
安徽,6/7/20,991,6,985
安徽,6/8/20,991,6,985
安徽,6/9/20,991,6,985
安徽,6/10/20,991,6,985
安徽,6/11/20,991,6,985
安徽,6/12/20,991,6,985
安徽,6/13/20,991,6,985
安徽,6/14/20,991,6,985
安徽,6/15/20,991,6,985
安徽,6/16/20,991,6,985
安徽,6/17/20,991,6,985
安徽,6/18/20,991,6,985
安徽,6/19/20,991,6,985
安徽,6/20/20,991,6,985
安徽,6/21/20,991,6,985
安徽,6/22/20,991,6,985
安徽,6/23/20,991,6,985
安徽,6/24/20,991,6,985
安徽,6/25/20,991,6,985
安徽,6/26/20,991,6,985
安徽,6/27/20,991,6,985
安徽,6/28/20,991,6,985
安徽,6/29/20,991,6,985
安徽,6/30/20,991,6,985
安徽,7/1/20,991,6,985
安徽,7/2/20,991,6,985
安徽,7/3/20,991,6,985
安徽,7/4/20,991,6,985
安徽,7/5/20,991,6,985
安徽,7/6/20,991,6,985
安徽,7/7/20,991,6,985
安徽,7/8/20,991,6,985
安徽,7/9/20,991,6,985
安徽,7/10/20,991,6,985
安徽,7/11/20,991,6,985
安徽,7/12/20,991,6,985
安徽,7/13/20,991,6,985
安徽,7/14/20,991,6,985
安徽,7/15/20,991,6,985
安徽,7/16/20,991,6,985
安徽,7/17/20,991,6,985
安徽,7/18/20,991,6,985
安徽,7/19/20,991,6,985
安徽,7/20/20,991,6,985
安徽,7/21/20,991,6,985
安徽,7/22/20,991,6,985
安徽,7/23/20,991,6,985
安徽,7/24/20,991,6,985
安徽,7/25/20,991,6,985
安徽,7/26/20,991,6,985
安徽,7/27/20,991,6,985
安徽,7/28/20,991,6,985
安徽,7/29/20,991,6,985
安徽,7/30/20,991,6,985
安徽,7/31/20,991,6,985
安徽,8/1/20,991,6,985
安徽,8/2/20,991,6,985
安徽,8/3/20,991,6,985
安徽,8/4/20,991,6,985
安徽,8/5/20,991,6,985
安徽,8/6/20,991,6,985
安徽,8/7/20,991,6,985
安徽,8/8/20,991,6,985
安徽,8/9/20,991,6,985
安徽,8/10/20,991,6,985
安徽,8/11/20,991,6,985
安徽,8/12/20,991,6,985
安徽,8/13/20,991,6,985
安徽,8/14/20,991,6,985
安徽,8/15/20,991,6,985
安徽,8/16/20,991,6,985
安徽,8/17/20,991,6,985
安徽,8/18/20,991,6,985
安徽,8/19/20,991,6,985
安徽,8/20/20,991,6,985
安徽,8/21/20,991,6,985
安徽,8/22/20,991,6,985
安徽,8/23/20,991,6,985
安徽,8/24/20,991,6,985
安徽,8/25/20,991,6,985
安徽,8/26/20,991,6,985
安徽,8/27/20,991,6,985
安徽,8/28/20,991,6,985
安徽,8/29/20,991,6,985
安徽,8/30/20,991,6,985
安徽,8/31/20,991,6,985
安徽,9/1/20,991,6,985
安徽,9/2/20,991,6,985
安徽,9/3/20,991,6,985
安徽,9/4/20,991,6,985
安徽,9/5/20,991,6,985
安徽,9/6/20,991,6,985
安徽,9/7/20,991,6,985
安徽,9/8/20,991,6,985
安徽,9/9/20,991,6,985
安徽,9/10/20,991,6,985
安徽,9/11/20,991,6,985
安徽,9/12/20,991,6,985
安徽,9/13/20,991,6,985
安徽,9/14/20,991,6,985
安徽,9/15/20,991,6,985
安徽,9/16/20,991,6,985
安徽,9/17/20,991,6,985
安徽,9/18/20,991,6,985
安徽,9/19/20,991,6,985
安徽,9/20/20,991,6,985
安徽,9/21/20,991,6,985
安徽,9/22/20,991,6,985
安徽,9/23/20,991,6,985
安徽,9/24/20,991,6,985
安徽,9/25/20,991,6,985
安徽,9/26/20,991,6,985
安徽,9/27/20,991,6,985
安徽,9/28/20,991,6,985
安徽,9/29/20,991,6,985
安徽,9/30/20,991,6,985
安徽,10/1/20,991,6,985
安徽,10/2/20,991,6,985
安徽,10/3/20,991,6,985
安徽,10/4/20,991,6,985
安徽,10/5/20,991,6,985
安徽,10/6/20,991,6,985
安徽,10/7/20,991,6,985
安徽,10/8/20,991,6,985
安徽,10/9/20,991,6,985
安徽,10/10/20,991,6,985
安徽,10/11/20,991,6,985
安徽,10/12/20,991,6,985
安徽,10/13/20,991,6,985
安徽,10/14/20,991,6,985
安徽,10/15/20,991,6,985
安徽,10/16/20,991,6,985
安徽,10/17/20,991,6,985
安徽,10/18/20,991,6,985
安徽,10/19/20,991,6,985
安徽,10/20/20,991,6,985
安徽,10/21/20,991,6,985
安徽,10/22/20,991,6,985
安徽,10/23/20,991,6,985
安徽,10/24/20,991,6,985
安徽,10/25/20,991,6,985
安徽,10/26/20,991,6,985
安徽,10/27/20,991,6,985
安徽,10/28/20,991,6,985
安徽,10/29/20,991,6,985
安徽,10/30/20,991,6,985
安徽,10/31/20,991,6,985
安徽,11/1/20,991,6,985
安徽,11/2/20,991,6,985
安徽,11/3/20,991,6,985
安徽,11/4/20,991,6,985
安徽,11/5/20,991,6,985
安徽,11/6/20,991,6,985
安徽,11/7/20,991,6,985
安徽,11/8/20,991,6,985
安徽,11/9/20,991,6,985
安徽,11/10/20,992,6,985
安徽,11/11/20,992,6,985
安徽,11/12/20,992,6,985
安徽,11/13/20,992,6,985
安徽,11/14/20,992,6,985
安徽,11/15/20,992,6,985
安徽,11/16/20,992,6,985
安徽,11/17/20,992,6,985
安徽,11/18/20,992,6,985
安徽,11/19/20,992,6,985
安徽,11/20/20,992,6,985
安徽,11/21/20,992,6,985
安徽,11/22/20,992,6,985
安徽,11/23/20,992,6,985
安徽,11/24/20,992,6,985
安徽,11/25/20,992,6,985
安徽,11/26/20,992,6,985
安徽,11/27/20,992,6,986
安徽,11/28/20,992,6,986
安徽,11/29/20,992,6,986
安徽,11/30/20,992,6,986
安徽,12/1/20,992,6,986
安徽,12/2/20,992,6,986
安徽,12/3/20,992,6,986
安徽,12/4/20,992,6,986
安徽,12/5/20,992,6,986
安徽,12/6/20,992,6,986
安徽,12/7/20,992,6,986
安徽,12/8/20,992,6,986
安徽,12/9/20,992,6,986
安徽,12/10/20,992,6,986
安徽,12/11/20,992,6,986
安徽,12/12/20,992,6,986
安徽,12/13/20,992,6,986
安徽,12/14/20,992,6,986
安徽,12/15/20,992,6,986
安徽,12/16/20,992,6,986
安徽,12/17/20,992,6,986
安徽,12/18/20,992,6,986
安徽,12/19/20,992,6,986
安徽,12/20/20,992,6,986
安徽,12/21/20,992,6,986
安徽,12/22/20,992,6,986
安徽,12/23/20,992,6,986
安徽,12/24/20,992,6,986
安徽,12/25/20,992,6,986
安徽,12/26/20,993,6,986
安徽,12/27/20,993,6,986
安徽,12/28/20,993,6,986
安徽,12/29/20,993,6,986
安徽,12/30/20,993,6,986
安徽,12/31/20,993,6,986
安徽,1/1/21,993,6,986
安徽,1/2/21,993,6,986
安徽,1/3/21,993,6,986
安徽,1/4/21,993,6,986
安徽,1/5/21,993,6,986
安徽,1/6/21,993,6,986
安徽,1/7/21,993,6,986
安徽,1/8/21,993,6,986
安徽,1/9/21,993,6,986
安徽,1/10/21,993,6,987
安徽,1/11/21,993,6,987
安徽,1/12/21,993,6,987
安徽,1/13/21,993,6,987
安徽,1/14/21,993,6,987
安徽,1/15/21,993,6,987
安徽,1/16/21,993,6,987
安徽,1/17/21,993,6,987
安徽,1/18/21,993,6,987
安徽,1/19/21,993,6,987
安徽,1/20/21,993,6,987
安徽,1/21/21,994,6,987
北京,1/22/20,14,0,0
北京,1/23/20,22,0,0
北京,1/24/20,36,0,1
北京,1/25/20,41,0,2
北京,1/26/20,68,0,2
北京,1/27/20,80,1,2
北京,1/28/20,91,1,4
北京,1/29/20,111,1,4
北京,1/30/20,114,1,4
北京,1/31/20,139,1,5
北京,2/1/20,168,1,9
北京,2/2/20,191,1,9
北京,2/3/20,212,1,12
北京,2/4/20,228,1,23
北京,2/5/20,253,1,24
北京,2/6/20,274,1,31
北京,2/7/20,297,1,33
北京,2/8/20,315,2,34
北京,2/9/20,326,2,37
北京,2/10/20,337,2,44
北京,2/11/20,342,3,48
北京,2/12/20,352,3,56
北京,2/13/20,366,3,69
北京,2/14/20,372,3,80
北京,2/15/20,375,4,98
北京,2/16/20,380,4,108
北京,2/17/20,381,4,114
北京,2/18/20,387,4,122
北京,2/19/20,393,4,145
北京,2/20/20,395,4,153
北京,2/21/20,396,4,169
北京,2/22/20,399,4,178
北京,2/23/20,399,4,189
北京,2/24/20,399,4,198
北京,2/25/20,400,4,215
北京,2/26/20,400,4,235
北京,2/27/20,410,5,248
北京,2/28/20,410,7,257
北京,2/29/20,411,8,271
北京,3/1/20,413,8,276
北京,3/2/20,414,8,282
北京,3/3/20,414,8,288
北京,3/4/20,418,8,297
北京,3/5/20,418,8,297
北京,3/6/20,422,8,299
北京,3/7/20,426,8,303
北京,3/8/20,428,8,308
北京,3/9/20,428,8,315
北京,3/10/20,429,8,320
北京,3/11/20,435,8,326
北京,3/12/20,435,8,334
北京,3/13/20,436,8,342
北京,3/14/20,437,8,349
北京,3/15/20,442,8,353
北京,3/16/20,452,8,360
北京,3/17/20,456,8,369
北京,3/18/20,469,8,378
北京,3/19/20,480,8,380
北京,3/20/20,491,8,390
北京,3/21/20,504,8,396
北京,3/22/20,522,8,400
北京,3/23/20,537,8,400
北京,3/24/20,558,8,401
北京,3/25/20,561,8,403
北京,3/26/20,566,8,406
北京,3/27/20,569,8,408
北京,3/28/20,573,8,410
北京,3/29/20,577,8,412
北京,3/30/20,577,8,415
北京,3/31/20,580,8,418
北京,4/1/20,580,8,418
北京,4/2/20,582,8,424
北京,4/3/20,584,8,434
北京,4/4/20,585,8,438
北京,4/5/20,586,8,441
北京,4/6/20,587,8,443
北京,4/7/20,587,8,448
北京,4/8/20,588,8,455
北京,4/9/20,588,8,464
北京,4/10/20,588,8,469
北京,4/11/20,589,8,474
北京,4/12/20,589,8,479
北京,4/13/20,589,8,484
北京,4/14/20,589,8,491
北京,4/15/20,590,8,495
北京,4/16/20,593,8,503
北京,4/17/20,593,8,509
北京,4/18/20,593,8,509
北京,4/19/20,593,8,510
北京,4/20/20,593,8,514
北京,4/21/20,593,8,516
北京,4/22/20,593,8,518
北京,4/23/20,593,8,524
北京,4/24/20,593,8,525
北京,4/25/20,593,8,525
北京,4/26/20,593,9,525
北京,4/27/20,593,9,536
北京,4/28/20,593,9,538
北京,4/29/20,593,9,542
北京,4/30/20,593,9,547
北京,5/1/20,593,9,547
北京,5/2/20,593,9,547
北京,5/3/20,593,9,553
北京,5/4/20,593,9,554
北京,5/5/20,593,9,555
北京,5/6/20,593,9,557
北京,5/7/20,593,9,560
北京,5/8/20,593,9,560
北京,5/9/20,593,9,565
北京,5/10/20,593,9,568
北京,5/11/20,593,9,571
北京,5/12/20,593,9,573
北京,5/13/20,593,9,574
北京,5/14/20,593,9,574
北京,5/15/20,593,9,576
北京,5/16/20,593,9,577
北京,5/17/20,593,9,578
北京,5/18/20,593,9,578
北京,5/19/20,593,9,578
北京,5/20/20,593,9,578
北京,5/21/20,593,9,578
北京,5/22/20,593,9,579
北京,5/23/20,593,9,581
北京,5/24/20,593,9,581
北京,5/25/20,593,9,581
北京,5/26/20,593,9,581
北京,5/27/20,593,9,581
北京,5/28/20,593,9,581
北京,5/29/20,593,9,581
北京,5/30/20,593,9,581
北京,5/31/20,593,9,581
北京,6/1/20,593,9,581
北京,6/2/20,593,9,581
北京,6/3/20,594,9,583
北京,6/4/20,594,9,583
北京,6/5/20,594,9,583
北京,6/6/20,594,9,583
北京,6/7/20,594,9,583
北京,6/8/20,594,9,584
北京,6/9/20,594,9,584
北京,6/10/20,594,9,584
北京,6/11/20,595,9,584
北京,6/12/20,601,9,584
北京,6/13/20,637,9,584
北京,6/14/20,673,9,584
北京,6/15/20,700,9,584
北京,6/16/20,731,9,584
北京,6/17/20,752,9,584
北京,6/18/20,777,9,584
北京,6/19/20,777,9,584
北京,6/20/20,821,9,584
北京,6/21/20,830,9,584
北京,6/22/20,843,9,584
北京,6/23/20,850,9,584
北京,6/24/20,863,9,584
北京,6/25/20,874,9,585
北京,6/26/20,891,9,585
北京,6/27/20,905,9,585
北京,6/28/20,912,9,585
北京,6/29/20,919,9,586
北京,6/30/20,922,9,587
北京,7/1/20,923,9,589
北京,7/2/20,925,9,592
北京,7/3/20,926,9,594
北京,7/4/20,928,9,595
北京,7/5/20,929,9,596
北京,7/6/20,929,9,596
北京,7/7/20,929,9,613
北京,7/8/20,929,9,645
北京,7/9/20,929,9,645
北京,7/10/20,929,9,645
北京,7/11/20,929,9,680
北京,7/12/20,929,9,694
北京,7/13/20,929,9,694
北京,7/14/20,929,9,729
北京,7/15/20,929,9,752
北京,7/16/20,929,9,762
北京,7/17/20,929,9,775
北京,7/18/20,929,9,788
北京,7/19/20,929,9,804
北京,7/20/20,929,9,816
北京,7/21/20,929,9,833
北京,7/22/20,929,9,841
北京,7/23/20,929,9,855
北京,7/24/20,929,9,867
北京,7/25/20,929,9,878
北京,7/26/20,929,9,881
北京,7/27/20,931,9,895
北京,7/28/20,932,9,896
北京,7/29/20,933,9,901
北京,7/30/20,933,9,911
北京,7/31/20,933,9,915
北京,8/1/20,933,9,917
北京,8/2/20,933,9,917
北京,8/3/20,933,9,918
北京,8/4/20,934,9,919
北京,8/5/20,934,9,919
北京,8/6/20,935,9,920
北京,8/7/20,935,9,920
北京,8/8/20,935,9,920
北京,8/9/20,935,9,920
北京,8/10/20,935,9,920
北京,8/11/20,935,9,920
北京,8/12/20,935,9,920
北京,8/13/20,935,9,922
北京,8/14/20,935,9,923
北京,8/15/20,935,9,923
北京,8/16/20,935,9,923
北京,8/17/20,935,9,924
北京,8/18/20,935,9,924
北京,8/19/20,935,9,924
北京,8/20/20,935,9,924
北京,8/21/20,935,9,924
北京,8/22/20,935,9,924
北京,8/23/20,935,9,924
北京,8/24/20,935,9,924
北京,8/25/20,935,9,926
北京,8/26/20,935,9,926
北京,8/27/20,935,9,926
北京,8/28/20,935,9,926
北京,8/29/20,935,9,926
北京,8/30/20,935,9,926
北京,8/31/20,935,9,926
北京,9/1/20,935,9,926
北京,9/2/20,935,9,926
北京,9/3/20,935,9,926
北京,9/4/20,935,9,926
北京,9/5/20,935,9,926
北京,9/6/20,935,9,926
北京,9/7/20,935,9,926
北京,9/8/20,935,9,926
北京,9/9/20,935,9,926
北京,9/10/20,935,9,926
北京,9/11/20,935,9,926
北京,9/12/20,935,9,926
北京,9/13/20,935,9,926
北京,9/14/20,935,9,926
北京,9/15/20,935,9,926
北京,9/16/20,935,9,926
北京,9/17/20,935,9,926
北京,9/18/20,935,9,926
北京,9/19/20,935,9,926
北京,9/20/20,935,9,926
北京,9/21/20,935,9,926
北京,9/22/20,935,9,926
北京,9/23/20,935,9,926
北京,9/24/20,936,9,926
北京,9/25/20,936,9,926
北京,9/26/20,936,9,926
北京,9/27/20,936,9,926
北京,9/28/20,936,9,926
北京,9/29/20,936,9,926
北京,9/30/20,936,9,926
北京,10/1/20,936,9,926
北京,10/2/20,936,9,926
北京,10/3/20,936,9,926
北京,10/4/20,936,9,926
北京,10/5/20,936,9,926
北京,10/6/20,936,9,926
北京,10/7/20,936,9,926
北京,10/8/20,936,9,927
北京,10/9/20,936,9,927
北京,10/10/20,936,9,927
北京,10/11/20,937,9,927
北京,10/12/20,937,9,927
北京,10/13/20,937,9,927
北京,10/14/20,937,9,927
北京,10/15/20,937,9,927
北京,10/16/20,937,9,927
北京,10/17/20,937,9,927
北京,10/18/20,937,9,927
北京,10/19/20,938,9,927
北京,10/20/20,938,9,927
北京,10/21/20,938,9,927
北京,10/22/20,938,9,928
北京,10/23/20,940,9,928
北京,10/24/20,940,9,928
北京,10/25/20,940,9,928
北京,10/26/20,941,9,928
北京,10/27/20,941,9,928
北京,10/28/20,942,9,928
北京,10/29/20,942,9,929
北京,10/30/20,942,9,929
北京,10/31/20,942,9,929
北京,11/1/20,942,9,929
北京,11/2/20,944,9,929
北京,11/3/20,944,9,929
北京,11/4/20,945,9,929
北京,11/5/20,945,9,929
北京,11/6/20,945,9,929
北京,11/7/20,945,9,929
北京,11/8/20,945,9,929
北京,11/9/20,947,9,929
北京,11/10/20,947,9,931
北京,11/11/20,947,9,931
北京,11/12/20,947,9,932
北京,11/13/20,947,9,932
北京,11/14/20,947,9,932
北京,11/15/20,947,9,932
北京,11/16/20,947,9,933
北京,11/17/20,947,9,933
北京,11/18/20,947,9,935
北京,11/19/20,948,9,936
北京,11/20/20,948,9,936
北京,11/21/20,949,9,936
北京,11/22/20,950,9,936
北京,11/23/20,950,9,936
北京,11/24/20,950,9,936
北京,11/25/20,950,9,937
北京,11/26/20,950,9,937
北京,11/27/20,950,9,937
北京,11/28/20,950,9,937
北京,11/29/20,950,9,938
北京,11/30/20,951,9,938
北京,12/1/20,951,9,938
北京,12/2/20,951,9,938
北京,12/3/20,951,9,938
北京,12/4/20,952,9,939
北京,12/5/20,952,9,939
北京,12/6/20,952,9,939
北京,12/7/20,952,9,939
北京,12/8/20,952,9,939
北京,12/9/20,952,9,939
北京,12/10/20,952,9,939
北京,12/11/20,952,9,939
北京,12/12/20,954,9,940
北京,12/13/20,955,9,940
北京,12/14/20,956,9,940
北京,12/15/20,957,9,940
北京,12/16/20,957,9,940
北京,12/17/20,957,9,940
北京,12/18/20,959,9,940
北京,12/19/20,961,9,940
北京,12/20/20,961,9,940
北京,12/21/20,961,9,940
北京,12/22/20,961,9,941
北京,12/23/20,961,9,941
北京,12/24/20,961,9,941
北京,12/25/20,963,9,941
北京,12/26/20,971,9,941
北京,12/27/20,972,9,941
北京,12/28/20,979,9,941
北京,12/29/20,980,9,941
北京,12/30/20,982,9,943
北京,12/31/20,987,9,944
北京,1/1/21,988,9,944
北京,1/2/21,990,9,944
北京,1/3/21,992,9,944
北京,1/4/21,993,9,944
北京,1/5/21,994,9,945
北京,1/6/21,994,9,947
北京,1/7/21,995,9,947
北京,1/8/21,995,9,948
北京,1/9/21,996,9,950
北京,1/10/21,997,9,951
北京,1/11/21,998,9,951
北京,1/12/21,998,9,951
北京,1/13/21,999,9,951
北京,1/14/21,999,9,955
北京,1/15/21,1001,9,957
北京,1/16/21,1003,9,958
北京,1/17/21,1006,9,959
北京,1/18/21,1007,9,960
北京,1/19/21,1014,9,962
北京,1/20/21,1017,9,964
北京,1/21/21,1020,9,964
重庆,1/22/20,6,0,0
重庆,1/23/20,9,0,0
重庆,1/24/20,27,0,0
重庆,1/25/20,57,0,0
重庆,1/26/20,75,0,0
重庆,1/27/20,110,0,0
重庆,1/28/20,132,0,0
重庆,1/29/20,147,0,1
重庆,1/30/20,182,0,1
重庆,1/31/20,211,0,1
重庆,2/1/20,247,1,3
重庆,2/2/20,300,2,7
重庆,2/3/20,337,2,9
重庆,2/4/20,366,2,9
重庆,2/5/20,389,2,15
重庆,2/6/20,411,2,24
重庆,2/7/20,426,2,31
重庆,2/8/20,428,2,39
重庆,2/9/20,468,2,51
重庆,2/10/20,486,2,66
重庆,2/11/20,505,3,79
重庆,2/12/20,518,3,102
重庆,2/13/20,529,4,128
重庆,2/14/20,537,5,152
重庆,2/15/20,544,5,184
重庆,2/16/20,551,5,207
重庆,2/17/20,553,5,225
重庆,2/18/20,555,5,254
重庆,2/19/20,560,5,274
重庆,2/20/20,567,6,299
重庆,2/21/20,572,6,316
重庆,2/22/20,573,6,328
重庆,2/23/20,575,6,335
重庆,2/24/20,576,6,349
重庆,2/25/20,576,6,372
重庆,2/26/20,576,6,384
重庆,2/27/20,576,6,401
重庆,2/28/20,576,6,422
重庆,2/29/20,576,6,438
重庆,3/1/20,576,6,450
重庆,3/2/20,576,6,469
重庆,3/3/20,576,6,490
重庆,3/4/20,576,6,502
重庆,3/5/20,576,6,512
重庆,3/6/20,576,6,513
重庆,3/7/20,576,6,526
重庆,3/8/20,576,6,527
重庆,3/9/20,576,6,542
重庆,3/10/20,576,6,547
重庆,3/11/20,576,6,554
重庆,3/12/20,576,6,564
重庆,3/13/20,576,6,566
重庆,3/14/20,576,6,569
重庆,3/15/20,576,6,570
重庆,3/16/20,576,6,570
重庆,3/17/20,576,6,570
重庆,3/18/20,576,6,570
重庆,3/19/20,576,6,570
重庆,3/20/20,576,6,570
重庆,3/21/20,576,6,570
重庆,3/22/20,577,6,570
重庆,3/23/20,578,6,570
重庆,3/24/20,578,6,570
重庆,3/25/20,578,6,570
重庆,3/26/20,578,6,570
重庆,3/27/20,578,6,570
重庆,3/28/20,578,6,570
重庆,3/29/20,579,6,570
重庆,3/30/20,579,6,570
重庆,3/31/20,579,6,570
重庆,4/1/20,579,6,570
重庆,4/2/20,579,6,570
重庆,4/3/20,579,6,570
重庆,4/4/20,579,6,570
重庆,4/5/20,579,6,570
重庆,4/6/20,579,6,570
重庆,4/7/20,579,6,570
重庆,4/8/20,579,6,570
重庆,4/9/20,579,6,570
重庆,4/10/20,579,6,570
重庆,4/11/20,579,6,570
重庆,4/12/20,579,6,570
重庆,4/13/20,579,6,570
重庆,4/14/20,579,6,570
重庆,4/15/20,579,6,570
重庆,4/16/20,579,6,570
重庆,4/17/20,579,6,570
重庆,4/18/20,579,6,570
重庆,4/19/20,579,6,570
重庆,4/20/20,579,6,570
重庆,4/21/20,579,6,570
重庆,4/22/20,579,6,570
重庆,4/23/20,579,6,573
重庆,4/24/20,579,6,573
重庆,4/25/20,579,6,573
重庆,4/26/20,579,6,573
重庆,4/27/20,579,6,573
重庆,4/28/20,579,6,573
重庆,4/29/20,579,6,573
重庆,4/30/20,579,6,573
重庆,5/1/20,579,6,573
重庆,5/2/20,579,6,573
重庆,5/3/20,579,6,573
重庆,5/4/20,579,6,573
重庆,5/5/20,579,6,573
重庆,5/6/20,579,6,573
重庆,5/7/20,579,6,573
重庆,5/8/20,579,6,573
重庆,5/9/20,579,6,573
重庆,5/10/20,579,6,573
重庆,5/11/20,579,6,573
重庆,5/12/20,579,6,573
重庆,5/13/20,579,6,573
重庆,5/14/20,579,6,573
重庆,5/15/20,579,6,573
重庆,5/16/20,579,6,573
重庆,5/17/20,579,6,573
重庆,5/18/20,579,6,573
重庆,5/19/20,579,6,573
重庆,5/20/20,579,6,573
重庆,5/21/20,579,6,573
重庆,5/22/20,579,6,573
重庆,5/23/20,579,6,573
重庆,5/24/20,579,6,573
重庆,5/25/20,579,6,573
重庆,5/26/20,579,6,573
重庆,5/27/20,579,6,573
重庆,5/28/20,579,6,573
重庆,5/29/20,579,6,573
重庆,5/30/20,579,6,573
重庆,5/31/20,579,6,573
重庆,6/1/20,579,6,573
重庆,6/2/20,579,6,573
重庆,6/3/20,579,6,573
重庆,6/4/20,579,6,573
重庆,6/5/20,579,6,573
重庆,6/6/20,579,6,573
重庆,6/7/20,579,6,573
重庆,6/8/20,579,6,573
重庆,6/9/20,579,6,573
重庆,6/10/20,579,6,573
重庆,6/11/20,579,6,573
重庆,6/12/20,579,6,573
重庆,6/13/20,580,6,573
重庆,6/14/20,582,6,573
重庆,6/15/20,582,6,573
重庆,6/16/20,582,6,573
重庆,6/17/20,582,6,573
重庆,6/18/20,582,6,573
重庆,6/19/20,582,6,573
重庆,6/20/20,582,6,573
重庆,6/21/20,582,6,573
重庆,6/22/20,582,6,573
重庆,6/23/20,582,6,573
重庆,6/24/20,582,6,573
重庆,6/25/20,582,6,573
重庆,6/26/20,582,6,573
重庆,6/27/20,582,6,573
重庆,6/28/20,582,6,573
重庆,6/29/20,582,6,573
重庆,6/30/20,582,6,573
重庆,7/1/20,582,6,573
重庆,7/2/20,582,6,574
