额外信息,省份名,id,最新更新时间,子项目,今日确诊,今日疑似,今日治愈,今日死亡,今日危重,今日待确诊,总确诊数,总疑似数,总治愈数,总死亡数,总危重数,境外输入数
{},湖北,420000,2021-03-09 00:03:56,"[{'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 50340, 'suspect': 0, 'heal': 46471, 'dead': 3869, 'severe': 0}, 'extData': {}, 'name': '武汉', 'id': '420100', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 3518, 'suspect': 0, 'heal': 3389, 'dead': 129, 'severe': 0}, 'extData': {}, 'name': '孝感', 'id': '420900', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 2907, 'suspect': 0, 'heal': 2782, 'dead': 125, 'severe': 0}, 'extData': {}, 'name': '黄冈', 'id': '421100', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 1580, 'suspect': 0, 'heal': 1528, 'dead': 52, 'severe': 0}, 'extData': {}, 'name': '荆州', 'id': '421000', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 1394, 'suspect': 0, 'heal': 1335, 'dead': 59, 'severe': 0}, 'extData': {}, 'name': '鄂州', 'id': '420700', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 1307, 'suspect': 0, 'heal': 1262, 'dead': 45, 'severe': 0}, 'extData': {}, 'name': '随州', 'id': '421300', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 1175, 'suspect': 0, 'heal': 1135, 'dead': 40, 'severe': 0}, 'extData': {}, 'name': '襄阳', 'id': '420600', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 1015, 'suspect': 0, 'heal': 976, 'dead': 39, 'severe': 0}, 'extData': {}, 'name': '黄石', 'id': '420200', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 931, 'suspect': 0, 'heal': 894, 'dead': 37, 'severe': 0}, 'extData': {}, 'name': '宜昌', 'id': '420500', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 928, 'suspect': 0, 'heal': 887, 'dead': 41, 'severe': 0}, 'extData': {}, 'name': '荆门', 'id': '420800', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 836, 'suspect': 0, 'heal': 821, 'dead': 15, 'severe': 0}, 'extData': {}, 'name': '咸宁', 'id': '421200', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 672, 'suspect': 0, 'heal': 664, 'dead': 8, 'severe': 0}, 'extData': {}, 'name': '十堰', 'id': '420300', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 575, 'suspect': 0, 'heal': 553, 'dead': 22, 'severe': 0}, 'extData': {}, 'name': '仙桃', 'id': '422900', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 496, 'suspect': 0, 'heal': 481, 'dead': 15, 'severe': 0}, 'extData': {}, 'name': '天门', 'id': '429006', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 252, 'suspect': 0, 'heal': 245, 'dead': 7, 'severe': 0}, 'extData': {}, 'name': '恩施州', 'id': '422800', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 198, 'suspect': 0, 'heal': 189, 'dead': 9, 'severe': 0}, 'extData': {}, 'name': '潜江', 'id': '423000', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 16, 'suspect': 0, 'heal': 16, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '境外输入', 'id': 'C202008021801251', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 11, 'suspect': 0, 'heal': 11, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '神农架', 'id': 'C202006211219071', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '境外输入人员', 'id': '953356', 'lastUpdateTime': '2020-09-13 08:10:16', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '监狱系统', 'id': '95345588', 'lastUpdateTime': '2020-09-13 08:10:16', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '未明确地区', 'id': '924200', 'lastUpdateTime': '2020-09-13 08:10:16', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '神农架林区', 'id': '423100', 'lastUpdateTime': '2020-09-13 08:10:16', 'children': []}]",0.0,,0.0,0.0,,0.0,68151.0,0.0,63639.0,4512.0,0.0,0.0
{},香港,810000,2021-03-09 08:49:05,"[{'today': {'confirm': 9, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 11099, 'suspect': 0, 'heal': 10636, 'dead': 202, 'severe': 0}, 'extData': {}, 'name': '未明确地区', 'id': 'C202006211424032', 'lastUpdateTime': '2021-03-09 08:49:05', 'children': []}]",9.0,,7.0,0.0,,2.0,11099.0,0.0,10636.0,202.0,0.0,0.0
{},广东,440000,2021-03-09 08:34:06,"[{'today': {'confirm': 2, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 839, 'suspect': 0, 'heal': 794, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '境外输入', 'id': 'C202006211224112', 'lastUpdateTime': '2021-03-09 08:49:05', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 423, 'suspect': 0, 'heal': 420, 'dead': 3, 'severe': 0}, 'extData': {}, 'name': '深圳', 'id': '440300', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 377, 'suspect': 0, 'heal': 376, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '广州', 'id': '440100', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 99, 'suspect': 0, 'heal': 98, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '东莞', 'id': '441900', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 98, 'suspect': 0, 'heal': 97, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '珠海', 'id': '440400', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 89, 'suspect': 0, 'heal': 89, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '佛山', 'id': '440600', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 67, 'suspect': 0, 'heal': 67, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '中山', 'id': '442000', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 62, 'suspect': 0, 'heal': 62, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '惠州', 'id': '441300', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 25, 'suspect': 0, 'heal': 25, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '汕头', 'id': '440500', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 23, 'suspect': 0, 'heal': 23, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '江门', 'id': '440700', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 22, 'suspect': 0, 'heal': 22, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '湛江', 'id': '440800', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 19, 'suspect': 0, 'heal': 18, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '肇庆', 'id': '441200', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 16, 'suspect': 0, 'heal': 16, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '梅州', 'id': '441400', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 14, 'suspect': 0, 'heal': 14, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '阳江', 'id': '441700', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 14, 'suspect': 0, 'heal': 14, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '茂名', 'id': '440900', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 12, 'suspect': 0, 'heal': 12, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '清远', 'id': '441800', 'lastUpdateTime': '2021-03-09 00:03:57', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 10, 'suspect': 0, 'heal': 9, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '韶关', 'id': '440200', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 10, 'suspect': 0, 'heal': 10, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '揭阳', 'id': '445200', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 6, 'suspect': 0, 'heal': 6, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '汕尾', 'id': '441500', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 5, 'suspect': 0, 'heal': 5, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '河源', 'id': '441600', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 5, 'suspect': 0, 'heal': 5, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '潮州', 'id': '445100', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '云浮', 'id': '445300', 'lastUpdateTime': '2020-09-13 08:25:22', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '未明确地区', 'id': '924400', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '境外输入人员', 'id': '9532564', 'lastUpdateTime': '2020-09-13 08:25:22', 'children': []}]",2.0,,2.0,0.0,,0.0,2235.0,0.0,2182.0,8.0,0.0,0.0
{},上海,310000,2021-03-09 08:34:06,"[{'today': {'confirm': 2, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 1447, 'suspect': 0, 'heal': 1415, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '境外输入', 'id': 'C202006211504251', 'lastUpdateTime': '2021-03-09 08:34:06', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 113, 'suspect': 0, 'heal': 112, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '外地来沪', 'id': '310100', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 69, 'suspect': 0, 'heal': 69, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '浦东', 'id': 'C202006211504253', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 26, 'suspect': 0, 'heal': 23, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '宝山', 'id': '310113', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 22, 'suspect': 0, 'heal': 20, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '黄浦', 'id': '310101', 'lastUpdateTime': '2021-03-09 08:14:03', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 19, 'suspect': 0, 'heal': 19, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '闵行', 'id': '310112', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 18, 'suspect': 0, 'heal': 17, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '徐汇', 'id': '310104', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 16, 'suspect': 0, 'heal': 15, 'dead': 1, 'severe': 0}, 'extData': {}, 'name': '静安', 'id': '310106', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 14, 'suspect': 0, 'heal': 14, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '松江', 'id': '310117', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 14, 'suspect': 0, 'heal': 14, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '长宁', 'id': '310105', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 11, 'suspect': 0, 'heal': 11, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '普陀', 'id': '310107', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 9, 'suspect': 0, 'heal': 9, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '奉贤', 'id': '310120', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 9, 'suspect': 0, 'heal': 7, 'dead': 2, 'severe': 0}, 'extData': {}, 'name': '嘉定', 'id': '310114', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 9, 'suspect': 0, 'heal': 9, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '杨浦', 'id': '310110', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 7, 'suspect': 0, 'heal': 7, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '虹口', 'id': '310109', 'lastUpdateTime': '2021-03-09 00:03:57', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 6, 'suspect': 0, 'heal': 6, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '青浦', 'id': '310118', 'lastUpdateTime': '2021-03-09 00:03:57', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 4, 'suspect': 0, 'heal': 4, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '金山', 'id': '310116', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 4, 'suspect': 0, 'heal': 4, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '崇明', 'id': '310130', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 1, 'suspect': 0, 'heal': 1, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '境外来沪', 'id': 'C202006300803441', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 2, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '待确认', 'id': 'C202101211446591', 'lastUpdateTime': '2021-02-22 00:00:36', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': None, 'dead': None, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '未明确地区', 'id': '923100', 'lastUpdateTime': '2021-03-09 00:03:56', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '境外输入人员', 'id': '9512312', 'lastUpdateTime': '2020-08-14 13:15:23', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '浦东新区', 'id': '310115', 'lastUpdateTime': '2020-08-14 13:15:23', 'children': []}, {'today': {'confirm': 0, 'suspect': None, 'heal': 0, 'dead': 0, 'severe': None, 'storeConfirm': None}, 'total': {'confirm': 0, 'suspect': 0, 'heal': 0, 'dead': 0, 'severe': 0}, 'extData': {}, 'name': '闸北', 'id': '310108', 'lastUpdateTime': '2020-08-14 13:15:23', 'children': []}]",2.0,,3.0,0.0,,-1.0,1818.0,0.0,1776.0,7.0,0.0,0.0
