国家名,日期,确诊病例,死亡病例,康复病例
克罗地亚,8/28/20,9549,180,6809
克罗地亚,8/29/20,9861,183,7024
克罗地亚,8/30/20,10123,184,7212
克罗地亚,8/31/20,10269,186,7434
克罗地亚,9/1/20,10414,187,7735
克罗地亚,9/2/20,10725,191,7968
克罗地亚,9/3/20,11094,194,8266
克罗地亚,9/4/20,11428,195,8530
克罗地亚,9/5/20,11739,197,8771
克罗地亚,9/6/20,11964,198,9008
克罗地亚,9/7/20,12081,201,9266
克罗地亚,9/8/20,12285,203,9553
克罗地亚,9/9/20,12626,206,9833
克罗地亚,9/10/20,12917,208,10142
克罗地亚,9/11/20,13107,211,10466
克罗地亚,9/12/20,13368,218,10721
克罗地亚,9/13/20,13533,224,10899
克罗地亚,9/14/20,13598,227,11151
克罗地亚,9/15/20,13749,230,11412
克罗地亚,9/16/20,14029,236,11690
克罗地亚,9/17/20,14279,238,11933
克罗地亚,9/18/20,14513,244,12169
克罗地亚,9/19/20,14725,244,12353
克罗地亚,9/20/20,14922,248,12536
克罗地亚,9/21/20,14992,253,12737
克罗地亚,9/22/20,15136,255,12987
克罗地亚,9/23/20,15340,257,13815
克罗地亚,9/24/20,15572,261,14111
克罗地亚,9/25/20,15795,266,14303
克罗地亚,9/26/20,16007,269,14405
克罗地亚,9/27/20,16197,272,14609
克罗地亚,9/28/20,16245,272,14793
克罗地亚,9/29/20,16380,275,14947
克罗地亚,9/30/20,16593,280,15057
克罗地亚,10/1/20,16827,284,15218
克罗地亚,10/2/20,17160,291,15423
克罗地亚,10/3/20,17401,293,15661
克罗地亚,10/4/20,17659,298,15849
克罗地亚,10/5/20,17797,300,16031
克罗地亚,10/6/20,18084,304,16192
克罗地亚,10/7/20,18447,309,16308
克罗地亚,10/8/20,18989,310,16473
克罗地亚,10/9/20,19446,313,16695
克罗地亚,10/10/20,19932,317,16953
克罗地亚,10/11/20,20440,324,17298
克罗地亚,10/12/20,20621,327,17582
克罗地亚,10/13/20,20993,330,17889
克罗地亚,10/14/20,21741,334,18197
克罗地亚,10/15/20,22534,344,18628
克罗地亚,10/16/20,23665,345,19087
克罗地亚,10/17/20,24761,355,19562
克罗地亚,10/18/20,25580,363,20053
克罗地亚,10/19/20,25973,374,20529
克罗地亚,10/20/20,26863,382,20962
克罗地亚,10/21/20,28287,393,21435
克罗地亚,10/22/20,29850,406,22064
克罗地亚,10/23/20,31717,413,22910
克罗地亚,10/24/20,33959,429,23785
克罗地亚,10/25/20,36380,437,24799
克罗地亚,10/26/20,37208,452,25837
克罗地亚,10/27/20,38621,470,26840
克罗地亚,10/28/20,40999,493,27770
克罗地亚,10/29/20,43775,511,29233
克罗地亚,10/30/20,46547,531,30910
克罗地亚,10/31/20,49316,546,32818
克罗地亚,11/1/20,51495,562,35039
克罗地亚,11/2/20,52660,594,37332
克罗地亚,11/3/20,54087,628,39380
克罗地亚,11/4/20,56567,654,41070
克罗地亚,11/5/20,59415,683,43376
克罗地亚,11/6/20,62305,717,46021
克罗地亚,11/7/20,64704,752,48410
克罗地亚,11/8/20,67247,794,50775
克罗地亚,11/9/20,68776,832,53002
克罗地亚,11/10/20,70243,865,54854
克罗地亚,11/11/20,72840,893,56434
克罗地亚,11/12/20,75922,925,58649
克罗地亚,11/13/20,78978,968,61264
克罗地亚,11/14/20,81844,1006,63748
克罗地亚,11/15/20,84206,1049,66231
克罗地亚,11/16/20,85519,1082,68738
克罗地亚,11/17/20,87464,1113,70980
克罗地亚,11/18/20,90715,1151,72673
克罗地亚,11/19/20,93879,1200,74865
克罗地亚,11/20/20,96837,1257,77387
克罗地亚,11/21/20,100410,1304,80027
克罗地亚,11/22/20,103718,1353,82380
克罗地亚,11/23/20,105691,1398,85018
克罗地亚,11/24/20,108014,1445,87408
克罗地亚,11/25/20,111617,1501,89425
克罗地亚,11/26/20,115626,1552,92349
克罗地亚,11/27/20,119706,1600,95698
克罗地亚,11/28/20,123693,1655,98465
克罗地亚,11/29/20,126612,1712,101838
克罗地亚,11/30/20,128442,1786,105199
克罗地亚,12/1/20,131342,1861,108231
克罗地亚,12/2/20,134881,1916,110355
克罗地亚,12/3/20,139415,1964,113509
克罗地亚,12/4/20,143370,2032,117148
克罗地亚,12/5/20,147454,2102,120857
克罗地亚,12/6/20,150353,2174,124439
克罗地亚,12/7/20,152239,2233,127882
克罗地亚,12/8/20,154852,2298,130869
克罗地亚,12/9/20,159372,2367,133255
克罗地亚,12/10/20,163992,2420,136721
克罗地亚,12/11/20,168388,2484,140898
克罗地亚,12/12/20,172523,2562,144691
克罗地亚,12/13/20,175886,2640,148211
克罗地亚,12/14/20,177358,2705,151884
克罗地亚,12/15/20,179718,2778,155079
克罗地亚,12/16/20,183045,2870,157773
克罗地亚,12/17/20,186963,2955,161563
克罗地亚,12/18/20,190235,3023,165915
克罗地亚,12/19/20,192987,3101,169768
克罗地亚,12/20/20,194962,3177,173158
克罗地亚,12/21/20,195728,3257,176366
克罗地亚,12/22/20,197323,3328,178880
克罗地亚,12/23/20,200086,3394,180735
克罗地亚,12/24/20,202319,3464,183532
克罗地亚,12/25/20,203962,3548,186553
克罗地亚,12/26/20,204312,3613,189055
克罗地亚,12/27/20,204930,3671,191226
克罗地亚,12/28/20,205246,3739,193471
克罗地亚,12/29/20,206596,3795,195128
克罗地亚,12/30/20,208446,3860,196285
克罗地亚,12/31/20,210837,3920,198018
克罗地亚,1/1/21,212007,3961,199820
克罗地亚,1/2/21,212262,4016,201300
克罗地亚,1/3/21,212958,4072,202442
克罗地亚,1/4/21,213319,4126,203294
克罗地亚,1/5/21,214390,4179,204303
克罗地亚,1/6/21,216286,4223,205078
克罗地亚,1/7/21,216848,4266,206310
克罗地亚,1/8/21,217946,4304,207848
克罗地亚,1/9/21,219347,4342,209207
克罗地亚,1/10/21,219993,4368,210126
克罗地亚,1/11/21,220223,4403,210844
克罗地亚,1/12/21,220982,4446,211633
克罗地亚,1/13/21,222117,4472,212345
克罗地亚,1/14/21,223097,4517,213370
克罗地亚,1/15/21,223812,4550,214609
克罗地亚,1/16/21,224575,4588,215276
克罗地亚,1/17/21,224954,4616,216280
克罗地亚,1/18/21,225128,4655,217197
克罗地亚,1/19/21,225648,4684,217880
克罗地亚,1/20/21,226550,4711,218358
克罗地亚,1/21/21,227326,4738,219082
古巴,1/22/20,0,0,0
古巴,1/23/20,0,0,0
古巴,1/24/20,0,0,0
古巴,1/25/20,0,0,0
古巴,1/26/20,0,0,0
古巴,1/27/20,0,0,0
古巴,1/28/20,0,0,0
古巴,1/29/20,0,0,0
古巴,1/30/20,0,0,0
古巴,1/31/20,0,0,0
古巴,2/1/20,0,0,0
古巴,2/2/20,0,0,0
古巴,2/3/20,0,0,0
古巴,2/4/20,0,0,0
古巴,2/5/20,0,0,0
古巴,2/6/20,0,0,0
古巴,2/7/20,0,0,0
古巴,2/8/20,0,0,0
古巴,2/9/20,0,0,0
古巴,2/10/20,0,0,0
古巴,2/11/20,0,0,0
古巴,2/12/20,0,0,0
古巴,2/13/20,0,0,0
古巴,2/14/20,0,0,0
古巴,2/15/20,0,0,0
古巴,2/16/20,0,0,0
古巴,2/17/20,0,0,0
古巴,2/18/20,0,0,0
古巴,2/19/20,0,0,0
古巴,2/20/20,0,0,0
古巴,2/21/20,0,0,0
古巴,2/22/20,0,0,0
古巴,2/23/20,0,0,0
古巴,2/24/20,0,0,0
古巴,2/25/20,0,0,0
古巴,2/26/20,0,0,0
古巴,2/27/20,0,0,0
古巴,2/28/20,0,0,0
古巴,2/29/20,0,0,0
古巴,3/1/20,0,0,0
古巴,3/2/20,0,0,0
古巴,3/3/20,0,0,0
古巴,3/4/20,0,0,0
古巴,3/5/20,0,0,0
古巴,3/6/20,0,0,0
古巴,3/7/20,0,0,0
古巴,3/8/20,0,0,0
古巴,3/9/20,0,0,0
古巴,3/10/20,0,0,0
古巴,3/11/20,0,0,0
古巴,3/12/20,3,0,0
古巴,3/13/20,4,0,0
古巴,3/14/20,4,0,0
古巴,3/15/20,4,0,0
古巴,3/16/20,4,0,0
古巴,3/17/20,5,0,0
古巴,3/18/20,7,1,0
古巴,3/19/20,11,1,0
古巴,3/20/20,16,1,0
古巴,3/21/20,21,1,0
古巴,3/22/20,35,1,0
古巴,3/23/20,40,1,0
古巴,3/24/20,48,1,1
古巴,3/25/20,57,1,1
古巴,3/26/20,67,2,1
古巴,3/27/20,80,2,4
古巴,3/28/20,119,3,4
古巴,3/29/20,139,3,4
古巴,3/30/20,170,4,4
古巴,3/31/20,186,6,8
古巴,4/1/20,212,6,12
古巴,4/2/20,233,6,13
古巴,4/3/20,269,6,15
古巴,4/4/20,288,6,15
古巴,4/5/20,320,8,15
古巴,4/6/20,350,9,18
古巴,4/7/20,396,11,27
古巴,4/8/20,457,12,27
古巴,4/9/20,515,15,28
古巴,4/10/20,564,15,51
古巴,4/11/20,620,16,77
古巴,4/12/20,669,18,92
古巴,4/13/20,726,21,121
古巴,4/14/20,766,21,132
古巴,4/15/20,814,24,151
古巴,4/16/20,862,27,171
古巴,4/17/20,923,31,192
古巴,4/18/20,986,32,227
古巴,4/19/20,1035,34,255
古巴,4/20/20,1087,36,285
古巴,4/21/20,1137,38,309
古巴,4/22/20,1189,40,341
古巴,4/23/20,1235,43,365
古巴,4/24/20,1285,49,416
古巴,4/25/20,1337,51,437
古巴,4/26/20,1369,54,501
古巴,4/27/20,1389,56,525
古巴,4/28/20,1437,58,575
古巴,4/29/20,1467,58,617
古巴,4/30/20,1501,61,681
古巴,5/1/20,1537,64,714
古巴,5/2/20,1611,66,765
古巴,5/3/20,1649,67,827
古巴,5/4/20,1668,69,876
古巴,5/5/20,1685,69,954
古巴,5/6/20,1703,69,1001
古巴,5/7/20,1729,73,1031
古巴,5/8/20,1741,74,1078
古巴,5/9/20,1754,74,1140
古巴,5/10/20,1766,77,1193
古巴,5/11/20,1783,77,1229
古巴,5/12/20,1804,78,1277
古巴,5/13/20,1810,79,1326
古巴,5/14/20,1830,79,1383
古巴,5/15/20,1840,79,1425
古巴,5/16/20,1862,79,1460
古巴,5/17/20,1872,79,1495
古巴,5/18/20,1881,79,1505
古巴,5/19/20,1887,79,1538
古巴,5/20/20,1900,79,1573
古巴,5/21/20,1908,80,1603
古巴,5/22/20,1916,81,1631
古巴,5/23/20,1931,81,1671
古巴,5/24/20,1941,82,1689
古巴,5/25/20,1947,82,1704
古巴,5/26/20,1963,82,1709
古巴,5/27/20,1974,82,1724
古巴,5/28/20,1983,82,1734
古巴,5/29/20,2005,82,1760
古巴,5/30/20,2025,83,1795
古巴,5/31/20,2045,83,1809
古巴,6/1/20,2083,83,1826
古巴,6/2/20,2092,83,1827
古巴,6/3/20,2107,83,1830
古巴,6/4/20,2119,83,1839
古巴,6/5/20,2133,83,1848
古巴,6/6/20,2173,83,1855
古巴,6/7/20,2191,83,1862
古巴,6/8/20,2200,83,1868
古巴,6/9/20,2205,83,1880
古巴,6/10/20,2211,83,1886
古巴,6/11/20,2219,84,1893
古巴,6/12/20,2233,84,1902
古巴,6/13/20,2238,84,1923
古巴,6/14/20,2248,84,1948
古巴,6/15/20,2262,84,1965
古巴,6/16/20,2273,84,1994
古巴,6/17/20,2280,84,1999
古巴,6/18/20,2295,85,2020
古巴,6/19/20,2305,85,2037
古巴,6/20/20,2309,85,2071
古巴,6/21/20,2312,85,2103
古巴,6/22/20,2315,85,2113
古巴,6/23/20,2318,85,2123
古巴,6/24/20,2319,85,2130
古巴,6/25/20,2321,85,2171
古巴,6/26/20,2325,85,2180
古巴,6/27/20,2330,86,2187
古巴,6/28/20,2332,86,2201
古巴,6/29/20,2340,86,2211
古巴,6/30/20,2341,86,2214
古巴,7/1/20,2348,86,2218
古巴,7/2/20,2353,86,2221
古巴,7/3/20,2361,86,2224
古巴,7/4/20,2369,86,2227
古巴,7/5/20,2372,86,2229
古巴,7/6/20,2380,86,2234
古巴,7/7/20,2395,86,2240
古巴,7/8/20,2399,86,2242
古巴,7/9/20,2403,86,2244
古巴,7/10/20,2413,86,2249
古巴,7/11/20,2420,87,2254
古巴,7/12/20,2426,87,2258
古巴,7/13/20,2428,87,2268
古巴,7/14/20,2432,87,2275
古巴,7/15/20,2438,87,2277
古巴,7/16/20,2440,87,2285
古巴,7/17/20,2444,87,2300
古巴,7/18/20,2445,87,2304
古巴,7/19/20,2446,87,2308
古巴,7/20/20,2446,87,2308
古巴,7/21/20,2449,87,2321
古巴,7/22/20,2462,87,2326
古巴,7/23/20,2466,87,2339
古巴,7/24/20,2469,87,2341
古巴,7/25/20,2478,87,2345
古巴,7/26/20,2495,87,2349
古巴,7/27/20,2532,87,2351
古巴,7/28/20,2555,87,2352
古巴,7/29/20,2588,87,2353
古巴,7/30/20,2597,87,2355
古巴,7/31/20,2608,87,2355
古巴,8/1/20,2633,87,2367
古巴,8/2/20,2646,87,2369
古巴,8/3/20,2670,87,2373
古巴,8/4/20,2701,88,2382
古巴,8/5/20,2726,88,2396
古巴,8/6/20,2775,88,2409
古巴,8/7/20,2829,88,2429
古巴,8/8/20,2888,88,2442
古巴,8/9/20,2953,88,2451
古巴,8/10/20,3046,88,2460
古巴,8/11/20,3093,88,2472
古巴,8/12/20,3128,88,2504
古巴,8/13/20,3174,89,2525
古巴,8/14/20,3229,88,2547
古巴,8/15/20,3292,88,2568
古巴,8/16/20,3316,88,2620
古巴,8/17/20,3364,88,2692
古巴,8/18/20,3408,88,2794
古巴,8/19/20,3482,88,2863
古巴,8/20/20,3565,88,2894
古巴,8/21/20,3582,89,2951
古巴,8/22/20,3617,89,3006
古巴,8/23/20,3682,91,3044
古巴,8/24/20,3717,91,3079
古巴,8/25/20,3744,91,3102
古巴,8/26/20,3759,92,3159
古巴,8/27/20,3806,92,3195
古巴,8/28/20,3866,92,3222
古巴,8/29/20,3925,94,3273
古巴,8/30/20,3973,94,3327
古巴,8/31/20,4032,94,3378
古巴,9/1/20,4065,95,3395
古巴,9/2/20,4126,98,3458
古巴,9/3/20,4214,100,3474
古巴,9/4/20,4266,100,3487
古巴,9/5/20,4298,100,3570
古巴,9/6/20,4309,101,3590
古巴,9/7/20,4352,102,3642
古巴,9/8/20,4377,104,3700
古巴,9/9/20,4459,104,3727
古巴,9/10/20,4551,106,3779
古巴,9/11/20,4593,106,3844
古巴,9/12/20,4653,108,3878
古巴,9/13/20,4684,108,3930
古巴,9/14/20,4726,108,4040
古巴,9/15/20,4803,108,4119
古巴,9/16/20,4876,109,4131
古巴,9/17/20,4933,109,4230
古巴,9/18/20,5004,111,4249
古巴,9/19/20,5055,113,4284
古巴,9/20/20,5091,115,4412
古巴,9/21/20,5141,116,4462
古巴,9/22/20,5222,117,4506
古巴,9/23/20,5270,118,4582
古巴,9/24/20,5310,118,4613
古巴,9/25/20,5350,118,4658
古巴,9/26/20,5412,120,4732
古巴,9/27/20,5457,122,4751
古巴,9/28/20,5483,122,4787
古巴,9/29/20,5531,122,4866
古巴,9/30/20,5597,122,4893
古巴,10/1/20,5670,122,4922
古巴,10/2/20,5718,122,4922
古巴,10/3/20,5780,122,5118
古巴,10/4/20,5809,122,5145
古巴,10/5/20,5845,123,5232
古巴,10/6/20,5883,123,5278
古巴,10/7/20,5898,123,5321
古巴,10/8/20,5917,123,5371
古巴,10/9/20,5943,123,5398
古巴,10/10/20,5948,123,5440
古巴,10/11/20,5978,123,5540
古巴,10/12/20,6000,123,5574
古巴,10/13/20,6017,123,5602
古巴,10/14/20,6035,123,5653
古巴,10/15/20,6062,123,5678
古巴,10/16/20,6118,124,5702
古巴,10/17/20,6170,125,5753
古巴,10/18/20,6220,125,5768
古巴,10/19/20,6258,127,5780
古巴,10/20/20,6305,127,5806
古巴,10/21/20,6368,127,5814
古巴,10/22/20,6421,128,5871
古巴,10/23/20,6479,128,5899
古巴,10/24/20,6534,128,5927
古巴,10/25/20,6566,128,5998
古巴,10/26/20,6595,128,6029
古巴,10/27/20,6678,128,6051
古巴,10/28/20,6727,128,6107
古巴,10/29/20,6766,128,6132
古巴,10/30/20,6801,128,6178
古巴,10/31/20,6887,128,6245
古巴,11/1/20,6935,128,6289
古巴,11/2/20,6970,129,6318
古巴,11/3/20,7035,129,6374
古巴,11/4/20,7144,129,6394
古巴,11/5/20,7184,129,6502
古巴,11/6/20,7228,130,6542
古巴,11/7/20,7267,130,6582
古巴,11/8/20,7297,130,6680
古巴,11/9/20,7349,130,6721
古巴,11/10/20,7392,130,6749
古巴,11/11/20,7429,130,6831
古巴,11/12/20,7487,131,6924
古巴,11/13/20,7541,131,6965
古巴,11/14/20,7568,131,7015
古巴,11/15/20,7590,131,7060
古巴,11/16/20,7639,131,7078
古巴,11/17/20,7667,131,7113
古巴,11/18/20,7704,131,7172
古巴,11/19/20,7725,131,7201
古巴,11/20/20,7763,131,7267
古巴,11/21/20,7798,132,7307
古巴,11/22/20,7846,132,7334
古巴,11/23/20,7879,132,7356
古巴,11/24/20,7950,133,7428
古巴,11/25/20,8026,133,7470
古巴,11/26/20,8075,133,7497
古巴,11/27/20,8110,133,7525
古巴,11/28/20,8173,133,7554
古巴,11/29/20,8233,134,7586
古巴,11/30/20,8284,135,7631
古巴,12/1/20,8381,136,7658
古巴,12/2/20,8456,136,7714
古巴,12/3/20,8531,136,7770
古巴,12/4/20,8610,136,7858
古巴,12/5/20,8714,136,7909
古巴,12/6/20,8782,136,7963
古巴,12/7/20,8906,136,7997
古巴,12/8/20,8982,136,8047
古巴,12/9/20,9106,136,8137
古巴,12/10/20,9181,136,8212
古巴,12/11/20,9267,136,8290
古巴,12/12/20,9354,137,8371
古巴,12/13/20,9423,137,8434
古巴,12/14/20,9492,137,8484
古巴,12/15/20,9588,137,8592
古巴,12/16/20,9671,137,8658
古巴,12/17/20,9771,137,8770
古巴,12/18/20,9893,137,8912
古巴,12/19/20,10024,137,8976
古巴,12/20/20,10127,137,9040
古巴,12/21/20,10242,137,9126
古巴,12/22/20,10384,139,9219
古巴,12/23/20,10500,139,9307
古巴,12/24/20,10717,139,9378
古巴,12/25/20,10900,140,9503
古巴,12/26/20,11038,141,9599
古巴,12/27/20,11205,142,9705
古巴,12/28/20,11434,143,9797
古巴,12/29/20,11601,143,9875
古巴,12/30/20,11687,145,10003
古巴,12/31/20,11863,146,10125
古巴,1/1/21,12056,146,10345
古巴,1/2/21,12225,146,10494
古巴,1/3/21,12424,147,10676
古巴,1/4/21,12740,147,10837
古巴,1/5/21,12964,147,11036
古巴,1/6/21,13165,148,11248
古巴,1/7/21,13479,148,11390
古巴,1/8/21,13823,148,11531
古巴,1/9/21,14188,148,11682
古巴,1/10/21,14576,151,11863
古巴,1/11/21,15007,153,12022
古巴,1/12/21,15494,155,12252
古巴,1/13/21,16044,158,12478
古巴,1/14/21,16549,160,12699
古巴,1/15/21,17096,162,12942
古巴,1/16/21,17501,166,13180
古巴,1/17/21,18151,170,13543
古巴,1/18/21,18443,173,13797
古巴,1/19/21,18773,175,14214
古巴,1/20/21,19122,180,14491
古巴,1/21/21,19530,184,14754
塞浦路斯,1/22/20,0,0,0
塞浦路斯,1/23/20,0,0,0
塞浦路斯,1/24/20,0,0,0
塞浦路斯,1/25/20,0,0,0
塞浦路斯,1/26/20,0,0,0
塞浦路斯,1/27/20,0,0,0
塞浦路斯,1/28/20,0,0,0
塞浦路斯,1/29/20,0,0,0
塞浦路斯,1/30/20,0,0,0
塞浦路斯,1/31/20,0,0,0
塞浦路斯,2/1/20,0,0,0
塞浦路斯,2/2/20,0,0,0
塞浦路斯,2/3/20,0,0,0
塞浦路斯,2/4/20,0,0,0
塞浦路斯,2/5/20,0,0,0
塞浦路斯,2/6/20,0,0,0
塞浦路斯,2/7/20,0,0,0
塞浦路斯,2/8/20,0,0,0
塞浦路斯,2/9/20,0,0,0
塞浦路斯,2/10/20,0,0,0
塞浦路斯,2/11/20,0,0,0
塞浦路斯,2/12/20,0,0,0
塞浦路斯,2/13/20,0,0,0
塞浦路斯,2/14/20,0,0,0
塞浦路斯,2/15/20,0,0,0
塞浦路斯,2/16/20,0,0,0
塞浦路斯,2/17/20,0,0,0
塞浦路斯,2/18/20,0,0,0
塞浦路斯,2/19/20,0,0,0
塞浦路斯,2/20/20,0,0,0
塞浦路斯,2/21/20,0,0,0
塞浦路斯,2/22/20,0,0,0
塞浦路斯,2/23/20,0,0,0
塞浦路斯,2/24/20,0,0,0
塞浦路斯,2/25/20,0,0,0
塞浦路斯,2/26/20,0,0,0
塞浦路斯,2/27/20,0,0,0
塞浦路斯,2/28/20,0,0,0
塞浦路斯,2/29/20,0,0,0
塞浦路斯,3/1/20,0,0,0
塞浦路斯,3/2/20,0,0,0
塞浦路斯,3/3/20,0,0,0
塞浦路斯,3/4/20,0,0,0
塞浦路斯,3/5/20,0,0,0
塞浦路斯,3/6/20,0,0,0
塞浦路斯,3/7/20,0,0,0
塞浦路斯,3/8/20,0,0,0
塞浦路斯,3/9/20,2,0,0
塞浦路斯,3/10/20,3,0,0
塞浦路斯,3/11/20,6,0,0
塞浦路斯,3/12/20,6,0,0
塞浦路斯,3/13/20,14,0,0
塞浦路斯,3/14/20,26,0,0
塞浦路斯,3/15/20,26,0,0
塞浦路斯,3/16/20,33,0,0
塞浦路斯,3/17/20,46,0,0
塞浦路斯,3/18/20,49,0,0
塞浦路斯,3/19/20,67,0,0
塞浦路斯,3/20/20,67,0,0
塞浦路斯,3/21/20,84,0,0
塞浦路斯,3/22/20,95,1,3
塞浦路斯,3/23/20,116,1,3
塞浦路斯,3/24/20,124,3,3
塞浦路斯,3/25/20,132,3,3
塞浦路斯,3/26/20,146,3,4
塞浦路斯,3/27/20,162,5,15
塞浦路斯,3/28/20,179,5,15
塞浦路斯,3/29/20,214,5,15
塞浦路斯,3/30/20,230,7,22
塞浦路斯,3/31/20,262,8,23
塞浦路斯,4/1/20,320,9,28
塞浦路斯,4/2/20,356,10,28
塞浦路斯,4/3/20,396,11,28
塞浦路斯,4/4/20,426,11,33
塞浦路斯,4/5/20,446,9,37
塞浦路斯,4/6/20,465,9,45
塞浦路斯,4/7/20,494,9,47
塞浦路斯,4/8/20,526,9,52
塞浦路斯,4/9/20,564,10,53
塞浦路斯,4/10/20,595,10,58
塞浦路斯,4/11/20,616,10,61
塞浦路斯,4/12/20,633,11,65
塞浦路斯,4/13/20,662,12,65
塞浦路斯,4/14/20,695,12,65
塞浦路斯,4/15/20,715,12,65
塞浦路斯,4/16/20,735,12,77
塞浦路斯,4/17/20,750,12,77
塞浦路斯,4/18/20,761,12,79
塞浦路斯,4/19/20,767,12,81
塞浦路斯,4/20/20,772,12,81
塞浦路斯,4/21/20,784,12,98
塞浦路斯,4/22/20,790,13,98
塞浦路斯,4/23/20,795,13,98
塞浦路斯,4/24/20,804,14,98
塞浦路斯,4/25/20,810,14,148
塞浦路斯,4/26/20,817,14,148
塞浦路斯,4/27/20,822,15,148
塞浦路斯,4/28/20,837,15,148
塞浦路斯,4/29/20,843,15,148
塞浦路斯,4/30/20,850,15,296
塞浦路斯,5/1/20,857,15,296
塞浦路斯,5/2/20,864,15,296
塞浦路斯,5/3/20,872,15,296
塞浦路斯,5/4/20,874,15,296
塞浦路斯,5/5/20,878,15,296
塞浦路斯,5/6/20,883,15,296
塞浦路斯,5/7/20,889,15,400
塞浦路斯,5/8/20,891,15,400
塞浦路斯,5/9/20,892,15,401
塞浦路斯,5/10/20,898,16,401
塞浦路斯,5/11/20,901,16,401
塞浦路斯,5/12/20,903,16,449
塞浦路斯,5/13/20,905,17,449
塞浦路斯,5/14/20,907,17,481
塞浦路斯,5/15/20,910,17,481
塞浦路斯,5/16/20,914,17,515
塞浦路斯,5/17/20,916,17,515
塞浦路斯,5/18/20,917,17,515
塞浦路斯,5/19/20,918,17,515
塞浦路斯,5/20/20,922,17,516
塞浦路斯,5/21/20,923,17,561
塞浦路斯,5/22/20,927,17,561
塞浦路斯,5/23/20,927,17,594
塞浦路斯,5/24/20,935,17,594
塞浦路斯,5/25/20,937,17,594
塞浦路斯,5/26/20,939,17,594
塞浦路斯,5/27/20,939,17,594
塞浦路斯,5/28/20,941,17,784
塞浦路斯,5/29/20,942,17,784
塞浦路斯,5/30/20,944,17,790
塞浦路斯,5/31/20,944,17,790
塞浦路斯,6/1/20,949,17,790
塞浦路斯,6/2/20,952,17,790
塞浦路斯,6/3/20,958,17,790
塞浦路斯,6/4/20,958,17,790
塞浦路斯,6/5/20,960,17,807
塞浦路斯,6/6/20,960,18,807
塞浦路斯,6/7/20,964,18,807
塞浦路斯,6/8/20,970,18,807
塞浦路斯,6/9/20,972,18,807
塞浦路斯,6/10/20,974,18,807
塞浦路斯,6/11/20,975,18,807
塞浦路斯,6/12/20,980,18,807
塞浦路斯,6/13/20,980,18,807
塞浦路斯,6/14/20,983,18,807
塞浦路斯,6/15/20,985,18,807
塞浦路斯,6/16/20,985,18,816
塞浦路斯,6/17/20,985,18,816
塞浦路斯,6/18/20,985,19,818
塞浦路斯,6/19/20,985,19,818
塞浦路斯,6/20/20,985,19,824
塞浦路斯,6/21/20,986,19,824
塞浦路斯,6/22/20,988,19,824
塞浦路斯,6/23/20,990,19,824
塞浦路斯,6/24/20,991,19,824
塞浦路斯,6/25/20,992,19,824
塞浦路斯,6/26/20,992,19,824
塞浦路斯,6/27/20,994,19,824
塞浦路斯,6/28/20,994,19,833
塞浦路斯,6/29/20,996,19,833
塞浦路斯,6/30/20,998,19,833
塞浦路斯,7/1/20,999,19,833
塞浦路斯,7/2/20,999,19,833
塞浦路斯,7/3/20,999,19,839
塞浦路斯,7/4/20,1002,19,839
塞浦路斯,7/5/20,1003,19,839
塞浦路斯,7/6/20,1004,19,839
塞浦路斯,7/7/20,1005,19,839
塞浦路斯,7/8/20,1008,19,839
塞浦路斯,7/9/20,1010,19,839
塞浦路斯,7/10/20,1013,19,839
塞浦路斯,7/11/20,1014,19,839
塞浦路斯,7/12/20,1021,19,839
塞浦路斯,7/13/20,1022,19,839
塞浦路斯,7/14/20,1023,19,839
塞浦路斯,7/15/20,1025,19,839
塞浦路斯,7/16/20,1031,19,845
塞浦路斯,7/17/20,1033,19,845
塞浦路斯,7/18/20,1037,19,845
塞浦路斯,7/19/20,1038,19,845
塞浦路斯,7/20/20,1038,19,847
塞浦路斯,7/21/20,1040,19,847
塞浦路斯,7/22/20,1040,19,847
塞浦路斯,7/23/20,1045,19,847
塞浦路斯,7/24/20,1047,19,847
塞浦路斯,7/25/20,1053,19,852
塞浦路斯,7/26/20,1057,19,852
塞浦路斯,7/27/20,1060,19,852
塞浦路斯,7/28/20,1067,19,852
塞浦路斯,7/29/20,1080,19,852
塞浦路斯,7/30/20,1090,19,852
塞浦路斯,7/31/20,1114,19,852
塞浦路斯,8/1/20,1124,19,852
塞浦路斯,8/2/20,1150,19,856
塞浦路斯,8/3/20,1155,19,856
塞浦路斯,8/4/20,1180,19,856
塞浦路斯,8/5/20,1195,19,856
塞浦路斯,8/6/20,1208,19,856
塞浦路斯,8/7/20,1222,19,856
塞浦路斯,8/8/20,1233,19,856
塞浦路斯,8/9/20,1242,19,870
塞浦路斯,8/10/20,1252,19,870
塞浦路斯,8/11/20,1277,20,870
塞浦路斯,8/12/20,1291,20,870
塞浦路斯,8/13/20,1305,20,870
塞浦路斯,8/14/20,1318,20,870
塞浦路斯,8/15/20,1332,20,870
塞浦路斯,8/16/20,1339,20,870
塞浦路斯,8/17/20,1351,20,870
塞浦路斯,8/18/20,1359,20,878
塞浦路斯,8/19/20,1385,20,878
塞浦路斯,8/20/20,1395,20,878
塞浦路斯,8/21/20,1406,20,878
塞浦路斯,8/22/20,1417,20,878
塞浦路斯,8/23/20,1421,20,878
塞浦路斯,8/24/20,1451,20,878
塞浦路斯,8/25/20,1474,20,935
塞浦路斯,8/26/20,1484,20,935
