日期,确诊病例,预测病例,国家名
1/6/21,631466.0,631276.2316826321,加拿大
1/7/21,639693.0,641239.1524900978,加拿大
1/8/21,648930.0,651774.6814225042,加拿大
1/9/21,657323.0,662920.9027966645,加拿大
1/10/21,664606.0,674715.8515212288,加拿大
1/11/21,672931.0,687197.5130966839,加拿大
1/12/21,679072.0,700403.8236153531,加拿大
01/13/21,,714372.6697613972,加拿大
01/14/21,,729141.8888108127,加拿大
01/15/21,,744749.2686314341,加拿大
01/16/21,,761232.5476829316,加拿大
01/17/21,,778629.4150168127,加拿大
01/18/21,,796977.5102764214,加拿大
01/19/21,,816314.4236969389,加拿大
12/14/20,4936.0,4937.61284998528,中非共和国
12/15/20,4936.0,4935.772796934874,中非共和国
12/16/20,4936.0,4934.762686605419,中非共和国
12/17/20,4936.0,4934.477660703449,中非共和国
12/18/20,4936.0,4934.818042260922,中非共和国
12/19/20,4936.0,4935.689335635216,中非共和国
12/20/20,4936.0,4937.002226509128,中非共和国
12/21/20,4936.0,4938.672581890882,中非共和国
12/22/20,4936.0,4940.621450114115,中非共和国
12/23/20,4948.0,4942.775060837894,中非共和国
12/24/20,4948.0,4945.0648250467,中非共和国
12/25/20,4948.0,4947.42733505044,中非共和国
12/26/20,4948.0,4949.804364484441,中非共和国
12/27/20,4948.0,4952.14286830945,中非共和国
12/28/20,4948.0,4954.394982811637,中非共和国
12/29/20,4961.0,4956.518025602592,中非共和国
12/30/20,4963.0,4958.474495619327,中非共和国
12/31/20,4963.0,4960.232073124276,中非共和国
1/1/21,4963.0,4961.763619705292,中非共和国
1/2/21,4963.0,4963.047178275651,中非共和国
1/3/21,4963.0,4964.06597307405,中非共和国
1/4/21,4963.0,4964.808409664607,中非共和国
1/5/21,4963.0,4965.268074936862,中非共和国
1/6/21,4963.0,4965.443737105776,中非共和国
1/7/21,4969.0,4965.33934571173,中非共和国
1/8/21,4969.0,4964.964031620528,中非共和国
1/9/21,4969.0,4964.332107023393,中非共和国
1/10/21,4973.0,4963.463065436974,中非共和国
1/11/21,4973.0,4962.3815817033355,中非共和国
1/12/21,4973.0,4961.117511989967,中非共和国
01/13/21,,4959.705893789777,中非共和国
01/14/21,,4958.186945921098,中非共和国
01/15/21,,4956.606068527682,中非共和国
01/16/21,,4955.013843078701,中非共和国
01/17/21,,4953.466032368751,中非共和国
01/18/21,,4952.023580517849,中非共和国
01/19/21,,4950.752612971431,中非共和国
12/14/20,1771.0,1761.5556145004698,乍得
12/15/20,1784.0,1785.5208075450355,乍得
12/16/20,1800.0,1807.391445303112,乍得
12/17/20,1818.0,1827.5527573044633,乍得
12/18/20,1839.0,1846.3738028422927,乍得
12/19/20,1867.0,1864.2074709732424,乍得
12/20/20,1890.0,1881.3904805173945,乍得
12/21/20,1902.0,1898.2433800582698,乍得
12/22/20,1916.0,1915.0705479428293,乍得
12/23/20,1938.0,1932.160192281472,乍得
12/24/20,1958.0,1949.7843509480376,乍得
12/25/20,1971.0,1968.198891579804,乍得
12/26/20,1986.0,1987.643511577489,乍得
12/27/20,2005.0,2008.3417381052495,乍得
12/28/20,2015.0,2030.5009280906816,乍得
12/29/20,2048.0,2054.3122682248213,乍得
12/30/20,2077.0,2079.9507749621425,乍得
12/31/20,2113.0,2107.5752945205604,乍得
1/1/21,2141.0,2137.328502881428,乍得
1/2/21,2169.0,2169.336905789538,乍得
1/3/21,2213.0,2203.7108387531225,乍得
1/4/21,2229.0,2240.5444670438524,乍得
1/5/21,2289.0,2279.9157856968395,乍得
1/6/21,2328.0,2321.886619510633,乍得
1/7/21,2358.0,2366.5026230472217,乍得
1/8/21,2419.0,2413.793280632035,乍得
1/9/21,2510.0,2463.7719063539407,乍得
1/10/21,2537.0,2516.435644065246,乍得
1/11/21,2589.0,2571.7654673816965,乍得
1/12/21,2668.0,2629.7261796824796,乍得
01/13/21,,2690.2664141102186,乍得
01/14/21,,2753.318633570979,乍得
01/15/21,,2818.7991307342636,乍得
01/16/21,,2886.6080280330166,乍得
01/17/21,,2956.629277663619,乍得
01/18/21,,3028.7306615858947,乍得
01/19/21,,3102.7637915231016,乍得
12/14/20,573830.0,573317.7823165347,智利
12/15/20,575329.0,575327.0594459228,智利
12/16/20,576731.0,577316.6735811649,智利
12/17/20,578732.0,579295.7562045389,智利
12/18/20,581135.0,581272.9158346298,智利
12/19/20,583355.0,583256.2380263295,智利
12/20/20,585546.0,585253.2853708371,智利
12/21/20,587993.0,587271.0974956582,智利
12/22/20,589189.0,589316.1910646058,智利
12/23/20,590914.0,591394.5597777999,智利
12/24/20,594152.0,593511.674371667,智利
12/25/20,595831.0,595672.482618941,智利
12/26/20,598394.0,597881.4093286627,智利
12/27/20,600105.0,600142.3563461798,智利
12/28/20,602028.0,602458.7025531471,智利
12/29/20,603986.0,604833.3038675262,智利
12/30/20,606950.0,607268.4932435858,智利
12/31/20,608973.0,609766.0806719015,智利
1/1/21,612564.0,612327.3531793559,智利
1/2/21,615902.0,614953.0748291386,智利
1/3/21,618191.0,617643.4867207462,智利
1/4/21,620641.0,620398.306989982,智利
1/5/21,623101.0,623216.7308089569,智利
1/6/21,625483.0,626097.4303860881,智利
1/7/21,629176.0,629038.5549661001,智利
1/8/21,633381.0,632037.7308300243,智利
1/9/21,637742.0,635092.0612951993,智利
1/10/21,641923.0,638198.1267152703,智利
1/11/21,645892.0,641351.9844801897,智利
1/12/21,649135.0,644549.1690162169,智利
01/13/21,,647784.6917859181,智利
01/14/21,,651053.0412881665,智利
01/15/21,,654348.1830581427,智利
01/16/21,,657663.5596673335,智利
01/17/21,,660992.0907235333,智利
01/18/21,,664326.1728708433,智利
01/19/21,,667657.6797896717,智利
12/14/20,94427.0,94422.52549366398,中国
12/15/20,94537.0,94531.34627173662,中国
12/16/20,94626.0,94637.49593152216,中国
12/17/20,94734.0,94740.94761418898,中国
12/18/20,94821.0,94841.69661346551,中国
12/19/20,94953.0,94939.76037564027,中国
12/20/20,95050.0,95035.17849956188,中国
12/21/20,95150.0,95128.01273663904,中国
12/22/20,95228.0,95218.3469908405,中国
12/23/20,95298.0,95306.28731869512,中国
12/24/20,95383.0,95391.96192929184,中国
12/25/20,95460.0,95475.52118427966,中国
12/26/20,95541.0,95557.1375978677,中国
12/27/20,95632.0,95637.00583682512,中国
12/28/20,95720.0,95715.34272048117,中国
12/29/20,95797.0,95792.38722072523,中国
12/30/20,95876.0,95868.40046200668,中国
12/31/20,95963.0,95943.66572133506,中国
1/1/21,96023.0,96018.48842827992,中国
1/2/21,96086.0,96093.19616497094,中国
1/3/21,96160.0,96168.13866609788,中国
1/4/21,96246.0,96243.68781891055,中国
1/5/21,96310.0,96320.23766321887,中国
1/6/21,96398.0,96398.20439139284,中国
1/7/21,96484.0,96478.02634836252,中国
1/8/21,96562.0,96560.16403161807,中国
1/9/21,96690.0,96645.10009120972,中国
1/10/21,96824.0,96733.3393297478,中国
1/11/21,96920.0,96825.40870240271,中国
1/12/21,97095.0,96921.85731690492,中国
01/13/21,,97023.25643354499,中国
01/14/21,,97130.19946517356,中国
01/15/21,,97243.30197720136,中国
01/16/21,,97363.20168759921,中国
01/17/21,,97490.55846689799,中国
01/18/21,,97626.05433818865,中国
01/19/21,,97770.39347712226,中国
12/14/20,1434516.0,1434639.7985853027,哥伦比亚
12/15/20,1444646.0,1445108.6407898518,哥伦比亚
12/16/20,1456599.0,1456514.5505003845,哥伦比亚
12/17/20,1468795.0,1468623.0071972092,哥伦比亚
12/18/20,1482072.0,1481224.5842940863,哥伦比亚
12/19/20,1496062.0,1494134.9491382297,哥伦比亚
12/20/20,1507222.0,1507194.863010306,哥伦比亚
12/21/20,1518067.0,1520270.1811244334,哥伦比亚
12/22/20,1530593.0,1533251.8526281842,哥伦比亚
12/23/20,1544826.0,1546055.9206025826,哥伦比亚
12/24/20,1559766.0,1558623.5220621058,哥伦比亚
12/25/20,1574707.0,1570920.8879546835,哥伦比亚
12/26/20,1584903.0,1582939.343161698,哥伦比亚
12/27/20,1594497.0,1594695.3064979846,哥伦比亚
12/28/20,1603807.0,1606230.2907118308,哥伦比亚
12/29/20,1614822.0,1617610.9024849779,哥伦比亚
12/30/20,1626461.0,1628928.8424326181,哥伦比亚
12/31/20,1642775.0,1640300.9051033983,哥伦比亚
1/1/21,1654880.0,1651868.9789794164,哥伦比亚
1/2/21,1666408.0,1663800.046476224,哥伦比亚
1/3/21,1675820.0,1676286.1839428248,哥伦比亚
1/4/21,1686131.0,1689544.561661676,哥伦比亚
1/5/21,1702966.0,1703817.4438486863,哥伦比亚
1/6/21,1719771.0,1719372.1886532186,哥伦比亚
1/7/21,1737347.0,1736501.248158087,哥伦比亚
1/8/21,1755568.0,1755522.1683795587,哥伦比亚
1/9/21,1771363.0,1776777.589267355,哥伦比亚
1/10/21,1786900.0,1800635.2447046475,哥伦比亚
1/11/21,1801903.0,1827487.9625080624,哥伦比亚
1/12/21,1816082.0,1857753.6644276776,哥伦比亚
01/13/21,,1891875.3661470243,哥伦比亚
01/14/21,,1930321.1772830859,哥伦比亚
01/15/21,,1973584.3013862986,哥伦比亚
01/16/21,,2022183.0359405517,哥伦比亚
01/17/21,,2076660.7723631863,哥伦比亚
01/18/21,,2137585.9960049978,哥伦比亚
01/19/21,,2205552.2861502324,哥伦比亚
12/14/20,628.0,626.5405246094867,科摩罗
12/15/20,633.0,630.2470674919001,科摩罗
12/16/20,633.0,635.228976537382,科摩罗
12/17/20,643.0,641.2018922939575,科摩罗
12/18/20,643.0,647.9343882837242,科摩罗
12/19/20,643.0,655.2479710028518,科摩罗
12/20/20,666.0,663.0170799215828,科摩罗
12/21/20,666.0,671.1690874842313,科摩罗
12/22/20,693.0,679.6842991091845,科摩罗
12/23/20,693.0,688.5959531889014,科摩罗
12/24/20,715.0,697.9902210899133,科摩罗
12/25/20,715.0,708.0062071528242,科摩罗
12/26/20,715.0,718.8359486923102,科摩罗
12/27/20,715.0,730.7244159971196,科摩罗
12/28/20,715.0,743.9695123300733,科摩罗
12/29/20,765.0,758.9220739280644,科摩罗
12/30/20,765.0,775.9858700020582,科摩罗
12/31/20,823.0,795.6176027370924,科摩罗
1/1/21,823.0,818.3269072922772,科摩罗
1/2/21,864.0,844.6763518007949,科摩罗
1/3/21,864.0,875.2814373699002,科摩罗
1/4/21,864.0,910.8105980809203,科摩罗
1/5/21,995.0,951.9852009892543,科摩罗
1/6/21,995.0,999.5795461243739,科摩罗
1/7/21,1050.0,1054.4208664898233,科摩罗
1/8/21,1050.0,1117.3893280632185,科摩罗
1/9/21,1150.0,1189.4180297962484,科摩罗
1/10/21,1150.0,1271.4930036146739,科摩罗
1/11/21,1160.0,1364.6532144183286,科摩罗
1/12/21,1166.0,1469.9905600811176,科摩罗
01/13/21,,1588.649871451019,科摩罗
01/14/21,,1721.8289123500829,科摩罗
01/15/21,,1870.7783795744324,科摩罗
01/16/21,,2036.8019028942624,科摩罗
01/17/21,,2221.256045053839,科摩罗
01/18/21,,2425.5503017715027,科摩罗
01/19/21,,2651.147101739666,科摩罗
12/14/20,6200.0,6250.356498673004,刚果（布拉柴维尔）
12/15/20,6200.0,6181.632066017254,刚果（布拉柴维尔）
12/16/20,6200.0,6150.039193222725,刚果（布拉柴维尔）
12/17/20,6200.0,6149.6179758593225,刚果（布拉柴维尔）
12/18/20,6200.0,6174.8163510307295,刚果（布拉柴维尔）
12/19/20,6200.0,6220.490097374413,刚果（布拉柴维尔）
12/20/20,6200.0,6281.902835061623,刚果（布拉柴维尔）
12/21/20,6200.0,6354.726025797386,刚果（布拉柴维尔）
12/22/20,6571.0,6435.038972820514,刚果（布拉柴维尔）
12/23/20,6571.0,6519.3288209036,刚果（布拉柴维尔）
12/24/20,6571.0,6604.490556353017,刚果（布拉柴维尔）
12/25/20,6571.0,6687.827007008921,刚果（布拉柴维尔）
12/26/20,6908.0,6767.048842245249,刚果（布拉柴维尔）
12/27/20,6908.0,6840.274572969719,刚果（布拉柴维尔）
12/28/20,6908.0,6906.030551623831,刚果（布拉柴维尔）
12/29/20,6908.0,6963.250972182867,刚果（布拉柴维尔）
12/30/20,6908.0,7011.277870155889,刚果（布拉柴维尔）
12/31/20,7107.0,7049.861122585741,刚果（布拉柴维尔）
1/1/21,7107.0,7079.158448049049,刚果（布拉柴维尔）
1/2/21,7107.0,7099.735406656224,刚果（布拉柴维尔）
1/3/21,7107.0,7112.565400051447,刚果（布拉柴维尔）
1/4/21,7107.0,7119.029671412698,刚果（布拉柴维尔）
1/5/21,7107.0,7120.917305451721,刚果（布拉柴维尔）
1/6/21,7127.0,7120.425228414051,刚果（布拉柴维尔）
1/7/21,7127.0,7120.158208079004,刚果（布拉柴维尔）
1/8/21,7127.0,7123.128853759679,刚果（布拉柴维尔）
1/9/21,7127.0,7132.757616302951,刚果（布拉柴维尔）
1/10/21,7127.0,7152.872788089483,刚果（布拉柴维尔）
1/11/21,7127.0,7187.710503033703,刚果（布拉柴维尔）
1/12/21,7160.0,7241.914736583846,刚果（布拉柴维尔）
01/13/21,,7320.537305721914,刚果（布拉柴维尔）
01/14/21,,7429.03786896369,刚果（布拉柴维尔）
01/15/21,,7573.283926358744,刚果（布拉柴维尔）
01/16/21,,7759.550819490417,刚果（布拉柴维尔）
01/17/21,,7994.5217314758365,刚果（布拉柴维尔）
01/18/21,,8285.287686965938,刚果（布拉柴维尔）
01/19/21,,8639.347552145384,刚果（布拉柴维尔）
12/14/20,14513.0,14530.440789862423,刚果（金沙萨）
12/15/20,14597.0,14677.376598881085,刚果（金沙萨）
12/16/20,14930.0,14832.178774716254,刚果（金沙萨）
12/17/20,15089.0,14994.138458976637,刚果（金沙萨）
12/18/20,15089.0,15162.532199868334,刚果（金沙萨）
12/19/20,15397.0,15336.621952194846,刚果（金沙萨）
12/20/20,15495.0,15515.655077357073,刚果（金沙萨）
12/21/20,15669.0,15698.864343353309,刚果（金沙萨）
12/22/20,15810.0,15885.467924779252,刚果（金沙萨）
12/23/20,16039.0,16074.669402827993,刚果（金沙萨）
12/24/20,16282.0,16265.657765290021,刚果（金沙萨）
12/25/20,16472.0,16457.60740655323,刚果（金沙萨）
12/26/20,16763.0,16649.678127602907,刚果（金沙萨）
12/27/20,16839.0,16841.015136021735,刚果（金沙萨）
12/28/20,16917.0,17030.749045989804,刚果（金沙萨）
12/29/20,17182.0,17217.995878284586,刚果（金沙萨）
12/30/20,17376.0,17401.857060280974,刚果（金沙萨）
12/31/20,17658.0,17581.419425951237,刚果（金沙萨）
1/1/21,17849.0,17755.755215865054,刚果（金沙萨）
1/2/21,17998.0,17923.922077189505,刚果（金沙萨）
1/3/21,18102.0,18084.963063689058,刚果（金沙萨）
1/4/21,18153.0,18237.906635725583,刚果（金沙萨）
1/5/21,18248.0,18381.766660258356,刚果（金沙萨）
1/6/21,18487.0,18515.542410844042,刚果（金沙萨）
1/7/21,18738.0,18638.218567636708,刚果（金沙萨）
1/8/21,18969.0,18748.765217387812,刚果（金沙萨）
1/9/21,19159.0,18846.137853446224,刚果（金沙萨）
1/10/21,19436.0,18929.277375758204,刚果（金沙萨）
1/11/21,19496.0,18997.110090867405,刚果（金沙萨）
1/12/21,19707.0,19048.547711914893,刚果（金沙萨）
01/13/21,,19082.48735863911,刚果（金沙萨）
01/14/21,,19097.811557375928,刚果（金沙萨）
01/15/21,,19093.38824105858,刚果（金沙萨）
01/16/21,,19068.070749217728,刚果（金沙萨）
01/17/21,,19020.697827981414,刚果（金沙萨）
01/18/21,,18950.093630075087,刚果（金沙萨）
01/19/21,,18855.06771482159,刚果（金沙萨）
12/14/20,153169.0,153342.87226643146,哥斯达黎加
12/15/20,154096.0,154200.14081933477,哥斯达黎加
12/16/20,155263.0,155089.02253232434,哥斯达黎加
12/17/20,156388.0,155997.35014870221,哥斯达黎加
12/18/20,157472.0,156914.6845344225,哥斯达黎加
12/19/20,157472.0,157832.31467809124,哥斯达黎加
12/20/20,157472.0,158743.2576909664,哥斯达黎加
12/21/20,159893.0,159642.25880695783,哥斯达黎加
12/22/20,160804.0,160525.79138262747,哥斯达黎加
12/23/20,161942.0,161392.05689718912,哥斯达黎加
12/24/20,162990.0,162240.98495250853,哥斯达黎加
12/25/20,162990.0,163074.23327310343,哥斯达黎加
12/26/20,162990.0,163895.18770614348,哥斯达黎加
12/27/20,162990.0,164708.96222145032,哥斯达黎加
12/28/20,165762.0,165522.3989114975,哥斯达黎加
12/29/20,166799.0,166344.06799141056,哥斯达黎加
12/30/20,168114.0,167184.2677989669,哥斯达黎加
12/31/20,169321.0,168055.024794596,哥斯达黎加
1/1/21,169321.0,168970.09356137927,哥斯达黎加
1/2/21,169321.0,169944.9568050499,哥斯达黎加
1/3/21,169321.0,170996.82535399328,哥斯达黎加
1/4/21,172436.0,172144.63815924653,哥斯达黎加
1/5/21,173591.0,173409.0622944989,哥斯达黎加
1/6/21,175038.0,174812.49295609142,哥斯达黎加
1/7/21,176407.0,176379.05346301725,哥斯达黎加
1/8/21,177614.0,178134.5952569213,哥斯达黎加
1/9/21,177614.0,180106.69790210066,哥斯达黎加
1/10/21,177614.0,182324.66908550417,哥斯达黎加
1/11/21,180061.0,184819.5446167327,哥斯达黎加
1/12/21,181093.0,187624.08842803905,哥斯达黎加
01/13/21,,190772.79257432802,哥斯达黎加
01/14/21,,194301.87723315635,哥斯达黎加
01/15/21,,198249.29070473264,哥斯达黎加
01/16/21,,202654.70941191755,哥斯达黎加
01/17/21,,207559.53790022363,哥斯达黎加
01/18/21,,213006.90883781537,哥斯达黎加
01/19/21,,219041.68301550928,哥斯达黎加
12/14/20,21705.0,21707.08411435331,象牙海岸
12/15/20,21775.0,21742.604332449424,象牙海岸
12/16/20,21741.0,21775.41734517384,象牙海岸
12/17/20,21772.0,21806.32999945275,象牙海岸
12/18/20,21845.0,21836.11945635598,象牙海岸
12/19/20,21890.0,21865.53319109697,象牙海岸
12/20/20,21918.0,21895.288993032795,象牙海岸
12/21/20,21932.0,21926.074965664156,象牙海岸
12/22/20,21942.0,21958.549526635386,象牙海岸
12/23/20,21984.0,21993.34140773443,象牙海岸
12/24/20,22071.0,22031.049654892875,象牙海岸
12/25/20,22081.0,22072.24362818593,象牙海岸
12/26/20,22081.0,22117.463001832424,象牙海岸
12/27/20,22152.0,22167.217764194822,象牙海岸
12/28/20,22176.0,22221.98821777921,象牙海岸
12/29/20,22250.0,22282.224979235307,象牙海岸
12/30/20,22366.0,22348.34897935645,象牙海岸
12/31/20,22490.0,22420.751463079614,象牙海岸
1/1/21,22563.0,22499.793989485388,象牙海岸
1/2/21,22563.0,22585.808431797996,象牙海岸
1/3/21,22648.0,22679.09697738529,象牙海岸
1/4/21,22800.0,22779.932127758744,象牙海岸
1/5/21,22855.0,22888.55669857346,象牙海岸
1/6/21,22963.0,23005.183819628164,象牙海岸
1/7/21,23173.0,23129.99693486522,象牙海岸
1/8/21,23254.0,23263.149802370608,象牙海岸
1/9/21,23482.0,23404.766494373936,象牙海岸
1/10/21,23750.0,23554.94139724844,象牙海岸
1/11/21,23894.0,23713.739211510987,象牙海岸
1/12/21,24186.0,23881.194951822068,象牙海岸
01/13/21,,24057.3139469858,象牙海岸
01/14/21,,24242.07183994992,象牙海岸
01/15/21,,24435.414587805804,象牙海岸
01/16/21,,24637.258461788453,象牙海岸
01/17/21,,24847.490047276486,象牙海岸
01/18/21,,25065.966243792154,象牙海岸
01/19/21,,25292.51426500134,象牙海岸
12/14/20,177358.0,176558.5475390397,克罗地亚
12/15/20,179718.0,180438.5564986699,克罗地亚
12/16/20,183045.0,183906.3366086184,克罗地亚
12/17/20,186963.0,187004.8333982194,克罗地亚
12/18/20,190235.0,189774.54598295092,克罗地亚
12/19/20,192987.0,192253.52706443495,克罗地亚
12/20/20,194962.0,194477.3829304374,克罗地亚
12/21/20,195728.0,196479.27345486797,克罗地亚
12/22/20,197323.0,198289.9120977804,克罗地亚
12/23/20,200086.0,199937.5659053723,克罗地亚
12/24/20,202319.0,201448.05550998513,克罗地亚
12/25/20,203962.0,202844.7551301043,克罗地亚
12/26/20,204312.0,204148.59257035918,克罗地亚
12/27/20,204930.0,205378.0492215229,克罗地亚
12/28/20,205246.0,206549.16006051266,克罗地亚
12/29/20,206596.0,207675.51365038945,克罗地亚
12/30/20,208446.0,208768.25214035818,克罗地亚
12/31/20,210837.0,209836.07126576774,克罗地亚
1/1/21,212007.0,210885.22034811083,克罗地亚
1/2/21,212262.0,211919.5022950241,克罗地亚
1/3/21,212958.0,212940.27360028814,克罗地亚
1/4/21,213319.0,213946.4443438275,克罗地亚
1/5/21,214390.0,214934.4781917103,克罗地亚
1/6/21,216286.0,215898.39239614908,克罗地亚
1/7/21,216848.0,216829.75779549984,克罗地亚
1/8/21,217946.0,217717.69881426275,克罗地亚
1/9/21,219347.0,218548.89346308174,克罗地亚
1/10/21,219993.0,219307.57333874478,克罗地亚
1/11/21,220223.0,219975.52362418364,克罗地亚
1/12/21,220982.0,220532.08308847403,克罗地亚
01/13/21,,220954.14408683556,克罗地亚
01/14/21,,221216.1525606317,克罗地亚
01/15/21,,221290.10803736997,克罗地亚
01/16/21,,221145.56363070162,克罗地亚
01/17/21,,220749.62604042195,克罗地亚
01/18/21,,220066.95555247008,克罗地亚
01/19/21,,219059.76603892905,克罗地亚
12/14/20,9492.0,9518.710521662735,古巴
12/15/20,9588.0,9578.717565576631,古巴
12/16/20,9671.0,9659.455892566935,古巴
12/17/20,9771.0,9757.597074772986,古巴
12/18/20,9893.0,9870.144752565746,古巴
12/19/20,10024.0,9994.434634547788,古巴
12/20/20,10127.0,10128.134497553308,古巴
12/21/20,10242.0,10269.24418664812,古巴
12/22/20,10384.0,10416.095615129654,古巴
12/23/20,10500.0,10567.352764526957,古巴
12/24/20,10717.0,10722.0116846007,古巴
12/25/20,10900.0,10879.400493343164,古巴
12/26/20,11038.0,11039.179376978253,古巴
12/27/20,11205.0,11201.34058996149,古巴
12/28/20,11434.0,11366.208454980013,古巴
12/29/20,11601.0,11534.439362952577,古巴
12/30/20,11687.0,11707.021773029559,古巴
12/31/20,11863.0,11885.276212592955,古巴
1/1/21,12056.0,12070.85527725637,古巴
1/2/21,12225.0,12265.743630865041,古巴
1/3/21,12424.0,12472.25800549581,古巴
1/4/21,12740.0,12693.047201457142,古巴
1/5/21,12964.0,12931.092087289126,古巴
1/6/21,13165.0,13189.705599763458,古巴
1/7/21,13479.0,13472.532743883461,古巴
1/8/21,13823.0,13783.55059288407,古巴
1/9/21,14188.0,14127.068288231843,古巴
1/10/21,14576.0,14507.727039624953,古巴
1/11/21,15007.0,14930.50012499319,古巴
1/12/21,15494.0,15400.692890497969,古巴
01/13/21,,15923.942750532313,古巴
01/14/21,,16506.219187720868,古巴
01/15/21,,17153.823752919903,古巴
01/16/21,,17873.390065217296,古巴
01/17/21,,18671.883811932545,古巴
01/18/21,,19556.602748616773,古巴
01/19/21,,20535.176699052718,古巴
12/14/20,15450.0,15305.101267315475,塞浦路斯
12/15/20,15789.0,15774.659328029791,塞浦路斯
12/16/20,16190.0,16189.762933919696,塞浦路斯
12/17/20,16190.0,16563.80733700965,塞浦路斯
12/18/20,16647.0,16909.02432909617,塞浦路斯
12/19/20,17476.0,17236.48224174784,塞浦路斯
12/20/20,17688.0,17556.0859463053,塞浦路斯
12/21/20,18004.0,17876.576853881244,塞浦路斯
12/22/20,18004.0,18205.53291536044,塞浦路斯
12/23/20,18883.0,18549.3686213997,塞浦路斯
12/24/20,19316.0,18913.33500242791,塞浦路斯
12/25/20,19366.0,19301.519628646005,塞浦路斯
12/26/20,19391.0,19716.84661002699,塞浦路斯
12/27/20,19657.0,20161.07659631592,塞浦路斯
12/28/20,20408.0,20634.806777029917,塞浦路斯
12/29/20,21315.0,21137.47088145816,塞浦路斯
12/30/20,22019.0,21667.33917866189,塞浦路斯
12/31/20,22019.0,22221.518477474398,塞浦路斯
1/1/21,22818.0,22795.952126501055,塞浦路斯
1/2/21,23445.0,23385.420014119274,塞浦路斯
1/3/21,23974.0,23983.538568478536,塞浦路斯
1/4/21,24639.0,24582.76075750038,塞浦路斯
1/5/21,25208.0,25174.376088878405,塞浦路斯
1/6/21,25781.0,25748.510610078265,塞浦路斯
1/7/21,26208.0,26294.126908337683,塞浦路斯
1/8/21,26674.0,26799.024110666447,塞浦路斯
1/9/21,27011.0,27249.837883846383,塞浦路斯
1/10/21,27350.0,27632.0404344314,塞浦路斯
1/11/21,27638.0,27929.940508747444,塞浦路斯
1/12/21,27897.0,28126.68339289254,塞浦路斯
01/13/21,,28204.250912736796,塞浦路斯
01/14/21,,28143.461433922297,塞浦路斯
01/15/21,,27923.96986186327,塞浦路斯
01/16/21,,27524.267641745973,塞浦路斯
01/17/21,,26921.68275852871,塞浦路斯
01/18/21,,26092.37973694189,塞浦路斯
01/19/21,,25011.359641487943,塞浦路斯
12/14/20,581079.0,579844.7911582696,捷克
12/15/20,586251.0,587606.4515178467,捷克
12/16/20,594148.0,595129.660647903,捷克
12/17/20,602404.0,602464.7722494453,捷克
12/18/20,610006.0,609661.0540762439,捷克
12/19/20,618836.0,616766.6879348328,捷克
12/20/20,624140.0,623828.7696845096,捷克
12/21/20,627523.0,630893.3092373357,捷克
12/22/20,635414.0,638005.230558136,捷克
12/23/20,646312.0,645208.3716644993,捷克
12/24/20,660461.0,652545.4846267777,捷克
12/25/20,664863.0,660058.2355680873,捷克
12/26/20,667569.0,667787.2046643079,捷克
12/27/20,670599.0,675771.8861440824,捷克
12/28/20,674340.0,684050.6882888181,捷克
12/29/20,685202.0,692660.9334326853,捷克
12/30/20,701622.0,701638.8579626187,捷克
12/31/20,718661.0,711019.612318316,捷克
1/1/21,732022.0,720837.2609922388,捷克
1/2/21,735469.0,731124.7825296123,捷克
1/3/21,740481.0,741914.0695284256,捷克
1/4/21,746714.0,753235.9286394313,捷克
1/5/21,759635.0,765120.0805661455,捷克
1/6/21,776967.0,777595.1600648484,捷克
1/7/21,794740.0,790688.7159445833,捷克
1/8/21,809601.0,804427.2110671576,捷克
1/9/21,822716.0,818836.0223471422,捷克
1/10/21,831165.0,833939.4407518717,捷克
1/11/21,835454.0,849760.6713014442,捷克
1/12/21,844799.0,866321.8330687217,捷克
01/13/21,,883643.9591793298,捷克
01/14/21,,901746.9968116577,捷克
01/15/21,,920649.8071968582,捷克
01/16/21,,940370.165618848,捷克
01/17/21,,960924.7614143073,捷克
01/18/21,,982329.1979726797,捷克
01/19/21,,1004597.9927361732,捷克
12/14/20,113642.0,113064.18715004098,丹麦
12/15/20,116636.0,117108.71438258523,丹麦
12/16/20,120330.0,120983.60264230447,丹麦
12/17/20,124366.0,124696.84392644106,丹麦
12/18/20,128874.0,128256.22934806389,丹麦
12/19/20,132164.0,131669.34913606854,丹麦
12/20/20,134999.0,134943.5926351772,丹麦
12/21/20,138204.0,138086.14830593858,丹麦
12/22/20,140750.0,141104.00372472807,丹麦
12/23/20,144053.0,144003.94558374764,丹麦
12/24/20,146927.0,146792.55969102593,丹麦
12/25/20,149926.0,149476.2309704181,丹麦
12/26/20,151764.0,152061.14346160597,丹麦
12/27/20,153952.0,154553.28032009795,丹麦
12/28/20,156434.0,156958.42381722905,丹麦
12/29/20,159074.0,159282.15534016097,丹麦
12/30/20,161862.0,161529.8553918819,丹麦
12/31/20,164116.0,163706.7035912067,丹麦
1/1/21,166567.0,165817.6786727768,丹麦
1/2/21,168182.0,167867.5584870603,丹麦
1/3/21,169358.0,169860.9200003519,丹麦
1/4/21,171436.0,171802.13929477287,丹麦
1/5/21,173433.0,173695.39156827112,丹麦
1/6/21,175663.0,175544.65113462112,丹麦
1/7/21,177507.0,177353.691423424,丹麦
1/8/21,179170.0,179126.08498010744,丹麦
1/9/21,180915.0,180865.20346592582,丹麦
1/10/21,182161.0,182574.21765796008,丹麦
